lemma;sentiment
отзывчивый персонал;1
отзывчивый приветливый персонал;1
отзывчивый сотрудник банк;1
отзывчивый сотрудник;1
отзывчивый специалист;1
отзывчивый человек;1
отказ в возврат;-1
отказ возврат;-1
отказывать в гарантийный ремонт;-1
отказывать в открытие счет;-1
отказывать сенсор;-1
отказывать тормоз;-1
отказывать экран;-1
отказываться делать;-1
отказываться заводиться;-1
отказываться обслуживать;-1
отказываться принимать заявление;-1
отклик быстрый;1
отключаться постоянно;-1
откровенный ерунда;-1
открытие год;1
отлично брить;1
отлично взбивать;1
отлично вписываться в интерьер кухня;1
отлично вписываться в интерьер;1
отлично вписываться в роль;1
отлично вписываться;1
отлично всасывать;1
отлично выглядеть;1
отлично держать дорога;1
отлично звучать;1
отлично исполнять свой роль;1
отлично исполнять;1
отлично лежать в рука;1
отлично морозить;1
отлично мыть;1
отлично мыться;1
отлично отмывать;1
отлично отпаривать;1
отлично отстирывать;1
отлично охлаждать;1
отлично очищать;1
отлично передавать образ;1
отлично петь;1
отлично печь;1
отлично подходить;1
отлично прописывать;1
отлично работать;1
отлично сидеть в ухо;1
отлично сидеть на голова;1
отлично сидеть на ухо;1
отлично сидеть;1
отлично скользить;1
отлично слышно;1
отлично смотреться;1
отлично справляться с свой задача;1
отлично справляться;1
отлично стирать;1
отлично стричь;1
отлично сушить;1
отлично сыграть роль;1
отлично убирать;1
отлично чистить;1
отлично читать;1
отличный авто;1
отличный автомобиль;1
отличный агрегат;1
отличный альбом;1
отличный аппарат;1
отличный бармен;1
отличный бас;1
отличный батарея;1
отличный блок;1
отличный блокбастер;1
отличный бритва;1
отличный вариант;1
отличный весы;1
отличный вещь;1
отличный винный карта;1
отличный вокал;1
отличный впечатление;1
отличный выбор;1
отличный вытяжка;1
отличный гарнитур;1
отличный голос;1
отличный группа;1
отличный детализация;1
отличный детектив;1
отличный дизайн;1
отличный динамика;1
отличный дисплей;1
отличный духовка;1
отличный духовой шкаф;1
отличный живой музыка;1
отличный завтрак;1
отличный закуска;1
отличный звук;1
отличный звукоизоляция;1
отличный звучание;1
отличный изображение;1
отличный интернет банк;1
отличный исполнение;1
отличный исполнитель;1
отличный камера;1
отличный картинка;1
отличный качество звук;1
отличный качество звучание;1
отличный качество изготовление;1
отличный качество изображение;1
отличный качество печать;1
отличный качество сборка;1
отличный качество связь;1
отличный качество;1
отличный клава;1
отличный клавиатура;1
отличный книга;1
отличный колонка;1
отличный комплектация;1
отличный корпус;1
отличный кофеварка;1
отличный кулер;1
отличный машина;1
отличный машинка;1
отличный мелодия;1
отличный местечко;1
отличный место для посиделки;1
отличный место для свидание;1
отличный модель;1
отличный монитор;1
отличный мощность;1
отличный музыка;1
отличный мышка;1
отличный мышь;1
отличный наушник;1
отличный обзор;1
отличный обслуживание официант;1
отличный обслуживание;1
отличный организация;1
отличный охлаждение;1
отличный память;1
отличный певец;1
отличный персонал;1
отличный песня;1
отличный планшет;1
отличный плита;1
отличный подарок;1
отличный подвеска;1
отличный показатель;1
отличный покупка;1
отличный помощник;1
отличный помощница;1
отличный предложение;1
отличный прибор;1
отличный продолжение;1
отличный производительность;1
отличный процессор;1
отличный пылесос;1
отличный работа сотрудник;1
отличный работа;1
отличный радио;1
отличный расположение;1
отличный ребята;1
отличный результат;1
отличный репер;1
отличный ресторанчик;1
отличный решение;1
отличный рок группа;1
отличный рок-группа;1
отличный роман;1
отличный роутер;1
отличный рэп;1
отличный рэпер;1
отличный салон;1
отличный сборка;1
отличный свет;1
отличный связь;1
отличный семейный автомобиль;1
отличный сенсор;1
отличный система;1
отличный скорость;1
отличный слово;1
отличный смарт;1
отличный смартфон;1
отличный соковыжималка;1
отличный соотношение цена и качество;1
отличный соотношение цена качество;1
отличный сотрудник;1
отличный сочетание цена и качество;1
отличный сочетание цена качество;1
отличный спа;1
отличный специалист;1
отличный текст;1
отличный телевизор;1
отличный телефон;1
отличный территория;1
отличный торт;1
отличный угол обзор;1
отличный управляемость;1
отличный устройство;1
отличный утюг;1
отличный ухо;1
отличный фен;1
отличный фильтр;1
отличный флешка;1
отличный фото;1
отличный функционал;1
отличный функция;1
отличный ходовой качество;1
отличный холодильник;1
отличный цвет;1
отличный цветопередача;1
отличный цена;1
отличный чайник;1
отличный читка;1
отличный штука;1
отличный экран;1
отличный эпилятор;1
отличный эргономика;1
отличный юмор;1
отменный бред;-1
отменный юмор;1
отмечать вежливость;1
отмечать высокий профессионализм;1
отмечать высокий уровень профессионализм;1
отмечать доброжелательность;1
отмечать компетентность;1
отмечать оперативность работа;1
отмечать оперативность;1
отмечать профессионализм;1
отмечать хороший работа;1
отмывать отлично;1
отмывать хорошо;1
относительно недорого;1
относить в магазин;-1
относить назад в магазин;-1
относить назад;-1
относить обратно в магазин;-1
отношение к русский ужасный;-1
отношение персонал отвратительный;-1
отношение персонал хамский;-1
отправлять жалоба;-1
отправлять на помойка;-1
отпуск удаваться;1
отрываться невозможно;1
отрываться просто невозможно;1
отрываться сложно;1
отстой полный;-1
отстойный отель;-1
отстоять очередь;-1
отсутствие вспышка;-1
отсутствие запчасть;-1
отсутствие комфорт;-1
отсутствие элементарный логика;-1
официант милый;1
официант не оставлять без внимание;1
официант ненавязчивый;1
официант очень любезный;1
официант очень приятный;1
официант очень стараться;1
официант приветливый внимательный;1
официант приветливый и внимательный;1
официант приветливый;1
официант улыбчивый;1
официант услужливый;1
официант ходить грязный;-1
официантка вежливый;1
официантка милый;1
официантка очень милый;1
официантка приветливый;1
официантка приятный;1
оформление прекрасный;1
оформлять все быстро;1
оформлять очень быстро;1
оценка единица;-1
оценка ноль;-1
оценка отлично;1
оценка хорошо;1
очень адекватный;1
очень актуально;1
очень атмосферный книга;1
очень атмосферный место;1
очень атмосферный;1
очень банальный любовный история;-1
очень бедный язык;-1
очень благодарный банка;1
очень благодарный сотрудник банк;1
очень благодарный сотрудник;1
очень большой плюс;1
очень большой разочарование;-1
очень большой цена;-1
очень быстро заканчиваться картридж;-1
очень быстро заселять;1
очень быстро и четко;1
очень быстро нагреваться;-1
очень быстро обслуживать;1
очень быстро приходить в негодность;-1
очень быстро рассматривать;1
очень быстро решать;1
очень быстро сломаться;-1
очень быстро четко;1
очень быстрый обслуживание;1
очень быстрый;1
очень вежливый персонал;1
очень вкусно разнообразно;1
очень вкусно;1
очень вкусный десерт;1
очень вкусный лепешка;1
очень вкусный мясо;1
очень вкусный паста;1
очень вкусный пицца;1
очень вкусный салат;1
очень вкусный суп;1
очень вкусный торт;1
очень вкусный чай;1
очень вкусный шашлык;1
очень вместительный;1
очень внимательный отношение;1
очень внимательный;1
очень возмущать;-1
очень вонючий;-1
очень вонять;-1
очень впечатлять;1
очень все вкусно;1
очень все понравиться;1
очень высокий качество;1
очень высокий уровень;1
очень гармонично;1
очень грамотный специалист;1
очень грамотный;1
очень громкий динамик;1
очень грязный отель;-1
очень грязный посуда;-1
очень динамичный;1
очень длинный шнур;1
очень доброжелательно;1
очень доброжелательный персонал;1
очень доброжелательный;1
очень добротный;1
очень довольный автомобиль;1
очень довольный все рекомендовать;1
очень довольный все;1
очень довольный выбор;1
очень довольный качество обслуживание;1
очень довольный качество;1
очень довольный машина;1
очень довольный машинка;1
очень довольный модель;1
очень довольный обслуживание банк;1
очень довольный обслуживание в банк;1
очень довольный обслуживание в отделение;1
очень довольный обслуживание отделение;1
очень довольный обслуживание;1
очень довольный покупка;1
очень довольный посещение;1
очень довольный приобретение;1
очень довольный пылесос;1
очень довольный работа банк;1
очень довольный работа сотрудник;1
очень довольный работа;1
очень довольный сервис;1
очень довольный телефон;1
очень довольный фильм;1
очень довольный;1
очень долго включаться;-1
очень дорогой ремонт;-1
очень достойно;1
очень достойный ресторан;1
очень достойный;1
очень доходчиво объяснять;1
очень дружелюбный атмосфера;1
очень дружелюбный;1
очень душевный песня;1
очень душевный;1
очень душно;-1
очень емкий;1
очень жалеть купить;-1
очень жалеть о покупка;-1
очень жалеть потратить время;-1
очень жалеть что купить;-1
очень жалеть что потратить время;-1
очень жаль потратить время;-1
очень жаль потратить деньги;-1
очень жаль что потратить время;-1
очень жаль что потратить деньги;-1
очень ждать продолжение;1
очень жизнеутверждающий;1
очень запоминаться;1
очень захватывающий;1
очень зацеплять;1
очень интересно наблюдать;1
очень интересно описывать;1
очень интересно читать;1
очень интересный история;1
очень интересный книга;1
очень интересный персонаж;1
очень искренне;1
очень капризный;-1
очень качественно сделать;1
очень качественно;1
очень качественный звук;1
очень качественный;1
очень классно;1
очень классный группа;1
очень классный песня;1
очень классный;1
очень колоритный;1
очень компактный;1
очень компетентный сотрудник;1
очень комфортно;1
очень комфортный;1
очень красиво петь;1
очень красиво;1
очень красивый голос;1
очень красивый дизайн;1
очень красивый музыка;1
очень красивый песня;1
очень красивый ресторан;1
очень красивый фильм;1
очень красивый;1
очень крепкий;1
очень круто;1
очень легко мыть;1
очень легко мыться;1
очень любить группа;1
очень любить песня;1
очень любить ресторан;1
очень маленький ресурс;-1
очень маленький срок служба;-1
очень мало место;-1
очень мало память;-1
очень маневренный;1
очень маркий;-1
очень медленно работать;-1
очень медленный скорость;-1
очень медленный;-1
очень милый официант;1
очень много мат;-1
очень много недостаток;-1
очень много недочет;-1
очень мощный;1
очень надежно;1
очень надежный автомобиль;1
очень надежный;1
очень настоящий;1
очень не довольный;-1
очень не качественный;-1
очень не надежный;-1
очень не плохой;1
очень не понравиться книга;-1
очень не рекомендовать ехать в отель;-1
очень не рекомендовать отель;-1
очень не рекомендовать;-1
очень не советовать покупать;-1
очень не советовать;-1
очень не удачный модель;-1
очень не удобно;-1
очень не удобный;-1
очень недовольный покупка;-1
очень недовольный;-1
очень некачественный;-1
очень ненадежный;-1
очень необычный книга;1
очень неплохо;1
очень неплохой место;1
очень неплохой;1
очень неприятно;-1
очень неприятный ситуация;-1
очень неудачный модель;-1
очень неудачный;-1
очень неудобный в использование;-1
очень неудобный использование;-1
очень неудобный кнопка;-1
очень неудобный;-1
очень низкий качество;-1
очень низкий скорость запись;-1
очень нравиться голос;1
очень нравиться группа;1
очень нравиться дизайн;1
очень нравиться интерьер;1
очень нравиться клип;1
очень нравиться место;1
очень нравиться обслуживание;1
очень нравиться певица;1
очень нравиться песня;1
очень нравиться радиостанция;1
очень нравиться творчество;1
очень нравиться телефон;1
очень нравиться функция;1
очень нравиться;1
очень нужный вещь;1
очень опасно;-1
очень опасный;-1
очень оперативно решать;1
очень оперативно;1
очень оперативный;1
очень оставаться довольный;1
очень очень вкусный еда;1
очень очень вкусный;1
очень очень довольный;1
очень очень медленный;-1
очень очень плохо;-1
очень очень плохой;-1
очень очень понравиться;1
очень очень скучный;-1
очень очень хороший;1
очень очень шумный;-1
очень плавно;1
очень плохо брить;-1
очень плохо ловить;-1
очень плохо мыть посуда;-1
очень плохо мыть;-1
очень плохо написать;-1
очень плохо слышать;-1
очень плохо;-1
очень плохой звук;-1
очень плохой качество сборка;-1
очень плохой качество;-1
очень плохой книга;-1
очень плохой;-1
очень подробно объяснять;1
очень подробно проконсультировать;1
очень пожалеть купить;-1
очень пожалеть о покупка;-1
очень пожалеть;-1
очень позитивный;1
очень полезный вещь;1
очень полезный книга;1
очень полезный функция;1
очень полезный;1
очень положительный;1
очень помогать;1
очень понравиться банк;1
очень понравиться группа;1
очень понравиться дизайн;1
очень понравиться еда;1
очень понравиться интерьер атмосфера;1
очень понравиться интерьер и атмосфера;1
очень понравиться книга;1
очень понравиться номер;1
очень понравиться обслуживание банк;1
очень понравиться обслуживание в банк;1
очень понравиться обслуживание сотрудник;1
очень понравиться отдых;1
очень понравиться отдыхать;1
очень понравиться отель;1
очень понравиться отношение;1
очень понравиться песня;1
очень понравиться приятный обстановка;1
очень понравиться работа;1
очень понравиться расположение;1
очень понравиться рекомендовать;1
очень понравиться салат;1
очень понравиться стиль;1
очень понравиться телефон;1
очень понравиться территория отель;1
очень понравиться территория;1
очень понравиться шашлык;1
очень понравиться язык;1
очень понравиться;1
очень порадовать интерьер;1
очень порадовать сервис;1
очень порадовать;1
очень поражать;1
очень послушный;1
очень поучительный;1
очень практичный;1
очень приветливый персонал;1
очень приветливый;1
очень приемистый;1
очень приличный;1
очень приятно общаться;1
очень приятно работать;1
очень приятно сотрудничать;1
очень приятно удивлять;1
очень приятно;1
очень приятный голос;1
очень приятный книга;1
очень приятный место;1
очень приятный молодой человек;1
очень приятный на ощупь;1
очень приятный наощупь;1
очень приятный;1
очень продумывать;1
очень пронзительный;1
очень проникновенный;1
очень простой в использование;1
очень простой в управление;1
очень простой в эксплуатация;1
очень простой использование;1
очень простой управление;1
очень простой эксплуатация;1
очень просторно;1
очень просторный салон;1
очень просторный;1
очень профессионально;1
очень профессиональный;1
очень прочный;1
очень рад купить;1
очень рад покупка;1
очень рад что выбирать именно этот ресторан;1
очень радовать банк;1
очень радовать;1
очень разочарованный покупка;-1
очень разочарованный;-1
очень разочаровывать в покупка;-1
очень разочаровывать книга;-1
очень разочаровывать покупка;-1
очень разочаровывать;-1
очень разочаровываться;-1
очень располагать;1
очень расстраивать покупка;-1
очень резвый;1
очень рекомендовать все;1
очень рекомендовать к прочтение;1
очень рекомендовать книга;1
очень рекомендовать отель;1
очень рекомендовать прочтение;1
очень рекомендовать;1
очень сильно вибрировать;-1
очень сильно мешать;-1
очень сильно нагреваться;-1
очень сильно пахнуть;-1
очень сильно пожалеть;-1
очень сильно понравиться;1
очень сильно раздражать;-1
очень сильно разочаровываться;-1
очень сильно фонить;-1
очень сильный впечатление;1
очень сильный голос;1
очень сильный книга;1
очень сильный фильм;1
очень сильный шум;-1
очень симпатичный;1
очень скудный язык;-1
очень скучно смотреть;-1
очень скучный книга;-1
очень слабо написать;-1
очень слабый аккумулятор;-1
очень слабый батарея;-1
очень слабый книга;-1
очень слабый сюжет;-1
очень слабый фильм;-1
очень советовать книга;1
очень советовать посмотреть;1
очень советовать прочитывать;1
очень советовать;1
очень современный;1
очень спокойно;1
очень стильно смотреться;1
очень стильно;1
очень стильный дизайн;1
очень стильный;1
очень существенный недостаток;-1
очень сыро;-1
очень сырой;-1
очень талантливый исполнитель;1
очень талантливый парень;1
очень талантливый человек;1
очень талантливый;1
очень теплый;1
очень терпеливо;1
очень тесно;-1
очень тихий в работа;1
очень тихий при работа;1
очень тихий работа;1
очень тихо работать;1
очень тормозить;-1
очень тормозной;-1
очень трогательный история;1
очень трогательный;1
очень тронуть;1
очень тяжелый;-1
очень увлекательно;1
очень удачно располагать;1
очень удачно;1
очень удачный модель;1
очень удачный расположение;1
очень удачный;1
очень удобно готовить;1
очень удобно лежать в рука;1
очень удобно оплачивать;1
очень удобно работать;1
очень удобно сидеть в ухо;1
очень удобно сидеть на голова;1
очень удобно сидеть на ухо;1
очень удобно сидеть;1
очень удобно;1
очень удобный в использование;1
очень удобный в управление;1
очень удобный в эксплуатация;1
очень удобный вещь;1
очень удобный интернет банк;1
очень удобный интерфейс;1
очень удобный использование;1
очень удобный клавиатура;1
очень удобный кнопка;1
очень удобный мобильный приложение;1
очень удобный посадка;1
очень удобный при использование;1
очень удобный приложение;1
очень удобный сидение;1
очень удобный телефон;1
очень удобный управление;1
очень удобный функция;1
очень удобный штука;1
очень удобный эксплуатация;1
очень удобный;1
очень унылый;-1
очень устойчивый;1
очень устраивать;1
очень уютно спокойно;1
очень уютно;1
очень уютный атмосферный место;1
очень уютный домашний атмосфера;1
очень уютный интерьер;1
очень уютный местечко;1
очень уютный номер;1
очень уютный отель;1
очень уютный;1
очень функциональный;1
очень хороший автомобиль;1
очень хороший аппарат;1
очень хороший атмосфера;1
очень хороший вариант;1
очень хороший впечатление;1
очень хороший голос;1
очень хороший группа;1
очень хороший живой музыка;1
очень хороший звук;1
очень хороший исполнитель;1
очень хороший камера;1
очень хороший качество;1
очень хороший машинка;1
очень хороший модель;1
очень хороший музыка;1
очень хороший обзор;1
очень хороший обслуживание;1
очень хороший певец;1
очень хороший песня;1
очень хороший пылесос;1
очень хороший радио;1
очень хороший телефон;1
очень хороший условие;1
очень хороший цена;1
очень хороший;1
очень хорошо готовить;1
очень хорошо сидеть;1
очень хотеть вернуться;1
очень хотеться вернуться;1
очень хотеться домой;-1
очень хрупкий экран;-1
очень цельный;1
очень часто зависать;-1
очень частый поломка;-1
очень четкий;1
очень чисто;1
очень шумно;-1
очень шумный;-1
очень шустрый;1
очень экономить время;1
очень экономичный;1
очень эргономичный;1
очень яркий персонаж;1
очередной выкидыш;-1
очередной книжонка;-1
очередной минус;-1
очередь не работать;-1
ошибка сотрудник;-1
память большой;1
память маловато;-1
паста вкусный;1
пафосный чушь;-1
пахнуть кислятина;-1
певец отличный;1
первоклассный обслуживание;1
первый впечатление хороший;1
первый разочарование;-1
перевирать все;-1
передавать благодарность;1
перезагружаться сам;-1
переставать брить;-1
переставать видеть сеть;-1
переставать включаться;-1
переставать всасывать;-1
переставать греть вода;-1
переставать зажигаться;-1
переставать закрываться крышка;-1
переставать запускаться;-1
переставать заряжаться;-1
переставать корректно работать;-1
переставать нагревать вода;-1
переставать нормально работать;-1
переставать определяться через месяц;-1
переставать открываться крышка;-1
переставать открываться;-1
переставать охлаждать;-1
переставать работать во второй день;-1
переставать работать кнопка;-1
переставать работать микрофон;-1
переставать работать на второй день;-1
переставать работать полностью;-1
переставать работать сенсор;-1
переставать работать холодильный камера;-1
переставать работать через месяц;-1
переставать работать через неделя;-1
переставать функционировать;-1
пересушивать волос;-1
перечеркивать достоинство;-1
перечитывать снова и снова;1
перечитывать снова снова;1
периодически зависать;-1
периодически пропадать звук;-1
персонаж блеклый;-1
персонаж вообще не запоминаться;-1
персонаж настолько картонный;-1
персонаж не живой;-1
персонаж не прописывать;-1
персонаж неживой;-1
персонаж очень понравиться;1
персонаж пустой;-1
персонал в отель доброжелательный;1
персонал в отель дружелюбный;1
персонал в отель не приветливый;-1
персонал в отель очень вежливый;1
персонал в отель очень доброжелательный;1
персонал в отель очень дружелюбный;1
персонал в отель очень приветливый;1
персонал в отель приветливый;1
персонал вежливый приветливый;1
персонал вежливый;1
персонал великолепный;1
персонал веселый;1
персонал внимательный;1
персонал всегда вежливый;1
персонал всегда приветливый;1
персонал высоко всякий похвала;1
персонал добрый;1
персонал дружелюбный;1
персонал замечательный;1
персонал злой;-1
персонал изумительный;1
персонал наглый;-1
персонал не дружелюбный;-1
персонал недружелюбный;-1
персонал ненавязчивый;1
персонал неприветливый;-1
персонал отвратительный;-1
персонал отель доброжелательный;1
персонал отель дружелюбный;1
персонал отель не приветливый;-1
персонал отель очень вежливый;1
персонал отель очень доброжелательный;1
персонал отель очень дружелюбный;1
персонал отель очень приветливый;1
персонал отель приветливый;1
персонал отличный;1
персонал очень вежливый;1
персонал очень внимательный;1
персонал очень грубый;-1
персонал очень доброжелательный;1
персонал очень не приветливый;-1
персонал очень отзывчивый;1
персонал очень приветливый;1
персонал очень хороший;1
персонал приветливый доброжелательный;1
персонал приветливый дружелюбный;1
персонал приветливый и доброжелательный;1
персонал приветливый и дружелюбный;1
персонал приветливый и отзывчивый;1
персонал приветливый и улыбчивый;1
персонал приветливый отзывчивый;1
персонал приветливый улыбчивый;1
персонал приветливый;1
персонал улыбчивый;1
персонал хамло;-1
персонал хамский;-1
персональный благодарность;1
персональный спасибо;1
песня брать за душа;1
песня вдохновлять;1
песня глубокий смысл;1
песня душевный;1
песня жизненный;1
песня завораживать;1
песня запоминаться;1
песня красивый;1
песня не надоедать;1
песня не понравиться;-1
песня нравиться;1
песня очень душевный;1
песня очень красивый;1
песня очень крутой;1
песня очень нравиться;1
песня очень понравиться;1
песня очень трогательный;1
песня понравиться;1
песня правдивый;1
песня приятный;1
песня пропитывать глубокий смысл;1
песня советовать послушать;1
песня супер;1
песня трогать за душа;1
песня трогать;1
песня хит;1
песня цеплять за душа;1
песня цеплять;1
песня шикарный;1
петь очень красивый песня;1
петь хорошо;1
печатать невозможно;-1
печатать ужасно;-1
печь отлично;1
пиво достойный;1
пиво неплохой;1
писать благодарность;1
писать жалоба в цб;-1
писать красный рецензия;-1
писать отличный песня;1
писать претензия;-1
писать такой бред;-1
питание в отель отвратительный;-1
питание в отель отличный;1
питание в отель хороший;1
питание великолепный;1
питание высокий всякий похвала;1
питание достаточно разнообразный;1
питание достойный;1
питание замечательный;1
питание на высокий уровень;1
питание на любой вкус;1
питание однообразный и невкусный;-1
питание однообразный невкусный;-1
питание отвратительный;-1
питание отвратный;-1
питание отель отличный;1
питание отель хороший;1
питание отличный и разнообразный;1
питание отличный разнообразный;1
питание отличный;1
питание отстой;-1
питание очень вкусный;1
питание очень плохой;-1
питание очень понравиться;1
питание очень разнообразный;1
питание очень хороший;1
питание понравиться;1
питание прекрасный;1
питание просто кошмар;-1
питание просто отвратительный;-1
питание просто супер;1
питание просто ужас;-1
питание разнообразный вкусный;1
питание разнообразный и вкусный;1
питание разнообразный;1
питание самый ужасный;-1
питание убогий;-1
питание ужасный;-1
питание хороший и разнообразный;1
питание хороший разнообразный;1
питание хороший;1
питание шикарный;1
пить просто невозможный;-1
пицца вкусный;1
плавный ход;1
планшет сплошной недостаток;-1
пластик качественный;1
пластик мягкий;1
пластик скрипеть;-1
пластик ужасный;-1
пластик царапаться;-1
пластмасса хлипкий;-1
плата сгорать;-1
плодотворный сотрудничество банк;1
плодотворный сотрудничество с банк;1
плодотворный сотрудничество;1
плохо включаться;-1
плохо держать дорога;-1
плохо ехать;-1
плохо заводиться;-1
плохо закрываться дверь;-1
плохо лежать в рука;-1
плохо ловить сеть;-1
плохо морозить;-1
плохо мыть посуда;-1
плохо написать текст;-1
плохо отмывать кастрюля;-1
плохо отстирывать белье;-1
плохо пахнуть;-1
плохо слышно;-1
плохой авто;-1
плохой автомобиль;-1
плохой звук;-1
плохой качество изготовление;-1
плохой качество материал;-1
плохой качество сборка;-1
плохой качество связь;-1
плохой качество;-1
плохой клавиатура;-1
плохой конструкция;-1
плохой машина;-1
плохой мышь;-1
плохой некуда;-1
плохой обзорность;-1
плохой отношение к клиент;-1
плохой пародия;-1
плохой песня;-1
плохой сборка;-1
плохой связь;-1
плохой сервис;-1
плохой сериал;-1
плохой слышимость;-1
плохой телефон;-1
плохой управляемость;-1
плюс не увидеть;-1
плюс нет;-1
плюс очень много;1
пляж великолепный;1
пляж очень хороший;1
пляж очень чистый;1
пляж чистый ухоженный;1
поберечь свой нерв;-1
поблагодарить банк;1
поблагодарить за помощь;1
поблагодарить менеджер;1
поблагодарить работник банк;1
поблагодарить работник;1
поблагодарить руководство;1
поблагодарить сотрудник банк;1
поблагодарить сотрудник отделение;1
поблагодарить сотрудник офис;1
поблагодарить сотрудник;1
поблагодарить сотрудница банк;1
поблагодарить сотрудница;1
поблагодарить специалист;1
повар молодец;1
повезти сдавать;-1
поверхностный произведение;-1
повестись на бренд;-1
повсюду грязь;-1
поганый отель;-1
подавать в суд;-1
подавать жалоба;-1
подавать иск в суд;-1
подавать иск;-1
подача хороший;1
подвеска в мера жесткий;1
подвеска жестковатый;-1
подвеска мягкий;1
подвеска очень жесткий;-1
подвеска стучать;-1
подводить обслуживание;-1
поделиться положительный опыт;1
подниматься настроение;1
подобный ахинея;-1
