es Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
tedioso	emerge	1	1	0	0	0	1	1	0	1
frenarlos	hold	0	1	1	1	1	1	1	0	1
tediosa	hit	0	-1	-1	-1	0	1	0	-1	0
precipita	rush	0	0	-1	-1	1	1	1	-1	0
dársela	give	0	1	1	0	0	0	1	0	1
comprensión	understand	1	1	1	1	1	1	1	0	1
precipite	rush	0	0	-1	-1	1	1	1	-1	0
resuelto-	rely	0	0	1	0	1	0	1	0	1
defendería	defend	1	1	1	1	0	1	1	1	1
reorientarlas	encourage	1	1	1	1	0	1	1	1	1
arrastren	result	0	0	0	0	1	0	1	0	0
espectacularmente	be	0	1	0	0	0	0	1	0	1
reafirman	reaffirm	1	1	1	1	1	1	1	0	1
hablaron	speak	1	1	1	1	1	1	1	0	1
certificaron	attest	1	1	1	0	1	1	1	0	1
rosario	string	0	1	0	1	0	1	1	0	0
pasajeros	air	0	0	0	-1	0	1	0	0	0
difuminarse	be	0	1	0	0	0	0	1	0	1
comprometida	commit	-1	-1	0	0	-1	0	1	0	-1
discriminados	discriminate	0	0	1	1	0	1	1	0	0
abonaremos	pay	0	0	-1	0	0	-1	1	0	-1
mojigata	feel	1	1	1	0	0	0	1	0	1
defendidos	defend	1	1	1	1	0	1	1	1	1
ahogó	drown	0	-1	-1	-1	0	1	0	-1	0
cierta	amount	0	0	0	1	0	0	1	0	0
retransmitida	be	0	1	0	0	0	0	1	0	1
escatimemos	let	0	0	0	1	-1	0	1	0	0
traguen	swallow	0	-1	1	1	0	1	1	0	1
resguarda	provide	1	1	1	1	1	1	1	0	1
fabricándose	be	0	1	0	0	0	0	1	0	1
consecución	achieve	1	1	1	1	1	1	1	0	1
corrió	carry	0	1	1	0	0	1	1	0	0
simplista	view	0	0	0	1	0	1	1	0	0
aceptando	accept	1	1	1	1	1	1	1	0	1
victorias	win	1	1	1	1	1	1	1	0	1
encarceladas	imprison	0	-1	-1	-1	0	1	0	-1	0
ventura	place	0	0	1	1	1	1	1	0	1
honesto	behave	0	1	0	0	0	1	1	0	1
Verdad	commission	1	1	1	1	1	1	1	1	1
venture	venture	0	0	1	0	1	1	1	0	1
perpetrados	perpetrate	0	0	-1	-1	0	1	1	0	1
limitándonos	restrict	0	0	-1	-1	0	1	1	0	1
lujos	close	0	1	1	0	0	1	1	0	1
basura	waste	0	-1	0	-1	-1	1	1	0	-1
penalizar	punish	0	0	-1	-1	0	1	1	-1	-1
evitación	prevent	0	0	0	-1	0	1	1	-1	0
expeditiva	draw	0	0	1	1	1	1	0	0	0
mandatar	mandate	0	0	1	1	0	1	1	0	1
mintieron	lie	0	0	0	0	0	1	1	0	0
ocupé	take	1	1	1	0	1	1	1	0	1
replanteárnosla	be	0	1	0	0	0	0	1	0	1
envases	package	0	0	0	1	1	0	1	0	1
darían	give	0	1	1	0	0	0	1	0	1
ocupó	deal	0	0	0	0	0	0	0	0	0
cumbres	meet	0	1	1	1	1	1	1	0	1
oligárquico	lead	0	1	1	1	1	0	1	0	1
oligárquica	desire	1	1	1	1	0	1	1	1	1
desacertado	point	0	0	0	0	1	0	1	0	0
fijé	set	0	0	1	1	1	1	1	0	1
now-how	need	0	1	1	0	0	1	1	0	0
denunciado	denounce	-1	0	-1	-1	1	0	1	-1	-1
fijada	set	0	0	1	1	1	1	1	0	1
húngaro-parlantes	be	0	1	0	0	0	0	1	0	1
muevo	be	0	1	0	0	0	0	1	0	1
mueva	move	0	0	0	1	0	1	1	0	0
acosados	harass	0	-1	-1	-1	0	1	0	-1	0
responderlos	answer	0	1	0	1	0	0	1	0	0
mueve	move	0	0	0	1	0	1	1	0	0
denunciada	condemn	0	0	-1	-1	0	1	1	0	0
social-liberales	be	0	1	0	0	0	0	1	0	1
avanzara	move	0	0	0	1	0	1	1	0	0
convergen	converge	0	0	0	1	0	0	1	0	0
perpetúan	perpetuate	1	1	1	1	1	1	1	0	1
miró	look	0	1	1	0	0	0	1	0	1
subvencionemos	be	0	1	0	0	0	0	1	0	1
mantenerles	keep	1	1	1	0	1	1	1	1	1
marquemos	mark	0	1	0	0	0	1	1	0	0
senté	sit	0	0	0	0	0	0	0	0	0
ahoga	be	0	1	0	0	0	0	1	0	1
exhumar	exhume	0	0	1	1	0	1	1	-1	1
limpios	clean	0	1	1	1	0	0	1	0	1
contrasta	contrast	0	0	0	0	0	0	1	0	0
ahogo	set	0	0	1	1	1	1	1	0	1
contraste	contrast	0	0	0	0	0	0	1	0	0
asignatura	subject	0	0	1	1	0	1	1	0	1
respaldando	support	1	1	1	1	0	1	1	1	1
combatirse	be	0	1	0	0	0	0	1	0	1
defraudando	down	0	0	0	0	0	0	1	0	0
lloran	be	0	1	0	0	0	0	1	0	1
respaldaríamos	support	1	1	1	1	0	1	1	1	1
proponerlo	propose	0	1	1	1	0	0	1	0	1
poniéndolas	force	0	0	0	-1	0	1	0	-1	0
brujas	be	0	1	0	0	0	0	1	0	1
logística	enable	1	1	0	1	1	1	1	1	0
logístico	come	0	1	0	0	0	0	1	0	0
proponerle	propose	0	1	1	1	0	0	1	0	1
emanaciones	need	0	1	1	0	0	1	1	0	0
económico	trade	0	1	1	1	1	1	1	0	1
proponerla	propose	0	1	1	1	0	0	1	0	1
llanura	plant	1	1	1	1	1	1	1	0	1
refunde	bring	0	0	1	1	0	0	1	0	0
productores	produce	1	1	1	1	0	1	1	0	1
obstructiva	peer	0	1	0	0	1	1	1	0	1
próximos–	inform	1	1	1	1	0	1	1	1	0
fijará	set	0	0	1	1	1	1	1	0	1
controlamos	control	1	0	1	0	1	1	1	0	1
cercioremos	make	0	0	0	1	0	0	1	0	0
neocolonial	deliberate	0	0	0	-1	0	1	1	0	0
acusador	accuse	0	0	-1	-1	0	1	1	-1	-1
acusados	accuse	0	0	-1	-1	0	1	1	-1	-1
cáscara	shell	0	-1	-1	-1	1	1	-1	-1	1
diagramas	chart	0	0	0	0	0	1	1	0	1
incitarnos	encourage	1	1	1	1	0	1	1	1	1
reflexionaremos	reflect	0	0	0	0	0	0	1	0	0
flaco	do	1	1	1	0	0	1	1	0	1
reflexionara	consider	1	1	1	1	1	1	1	0	1
comprenderlos	understand	1	1	1	1	1	1	1	0	1
consolidemos	consolidate	1	0	0	1	1	1	1	0	1
confesamos	say	0	0	0	0	0	0	1	0	0
saludaría	be	0	1	0	0	0	0	1	0	1
investigando	investigate	0	1	0	0	1	1	1	0	0
impronta	mark	0	1	0	0	0	1	1	0	0
matadero	slaughter	0	-1	-1	-1	0	1	0	-1	1
componemos	make	0	0	0	1	0	0	1	0	0
exponga	set	0	0	1	1	1	1	1	0	1
black	fit	0	0	1	1	0	1	1	0	1
viticultores	account	0	0	0	0	0	1	1	0	0
aproximándose	come	0	1	0	0	0	0	1	0	0
propulsión	drive	1	1	0	1	0	1	1	0	1
expongo	be	0	1	0	0	0	0	1	0	1
varios	number	0	0	0	1	0	0	1	0	0
contado-	go	0	0	0	0	0	0	1	0	0
soltar	loosen	0	-1	0	-1	0	1	0	-1	0
comprensivos	understand	1	1	1	1	1	1	1	0	1
márketing	market	0	0	0	1	1	1	1	0	1
ventana	drain	0	0	0	0	1	1	1	0	0
remitan	refer	1	1	1	1	0	1	1	1	1
justificaría	justify	0	0	1	1	1	1	1	0	1
achacan	be	0	1	0	0	0	0	1	0	1
castillos	express	-1	0	0	0	1	0	1	0	0
neta	net	0	0	1	0	0	1	1	0	1
oírlos	hear	0	1	0	0	1	1	1	0	0
aguantará	weather	0	1	0	0	0	1	1	0	1
invita	invite	1	1	1	1	1	1	1	1	1
tumulto	rule	1	1	1	1	1	1	1	0	1
bagatela	do	1	1	1	0	0	1	1	0	1
portuario	dock	0	0	0	1	1	1	0	0	0
92.	name	0	1	1	1	1	1	1	0	1
aterrados	terrify	0	-1	0	-1	0	1	0	-1	0
aterrador	frighten	0	-1	0	-1	0	1	0	-1	0
trimestres	term	1	1	0	1	1	1	0	0	0
esgrimidos	forward	1	1	0	1	1	1	1	0	1
ó	last	0	0	0	0	0	-1	-1	0	0
afectando	affect	1	0	0	0	0	1	1	0	0
devolverlos	back	1	1	1	1	1	1	1	1	1
sacrificarse	sacrifice	1	0	1	-1	-1	1	1	0	0
eternos	time	0	0	1	0	1	0	1	0	1
burocratismo	scale	0	0	0	0	0	0	1	0	0
resguardo	be	0	1	0	0	0	0	1	0	1
desestima	reject	0	0	-1	-1	0	1	1	0	0
Karelia	provide	1	1	1	1	1	1	1	0	1
luxemburgueses	confront	0	0	-1	-1	0	0	1	-1	0
trata-	need	0	1	1	0	0	1	1	0	0
próximos	come	0	1	0	0	0	0	1	0	0
Delegado	matter	0	0	0	-1	0	1	1	0	0
generalizaciones	result	0	0	0	0	1	0	1	0	0
laberinto	tangle	0	-1	0	-1	0	0	-1	0	0
fijado	set	0	0	1	1	1	1	1	0	1
reflexionaré	reflect	0	0	0	0	0	0	1	0	0
protegerse	protect	1	1	1	1	0	1	1	1	1
fletar	charter	1	1	1	1	1	1	1	1	1
calendas	postpone	0	0	0	-1	0	1	1	0	0
simplificar-	come	0	1	0	0	0	0	1	0	0
reflexionará	reflect	0	0	0	0	0	0	1	0	0
cost-benefit	light	0	1	1	1	0	1	1	0	1
economistas	own	0	1	1	1	1	1	1	0	1
limitación	limit	0	0	0	-1	0	1	1	0	0
Messner	go	0	0	0	0	0	0	1	0	0
llamaran	call	0	0	1	1	0	1	1	0	1
actividad	work	1	1	1	1	0	1	1	0	1
machetes	murder	0	-1	-1	-1	-1	1	0	-1	-1
afirmativo	support	1	1	1	1	0	1	1	1	1
reúnan	meet	0	1	1	1	1	1	1	0	1
llorar	cry	0	1	0	0	-1	0	1	0	-1
checks	check	0	0	0	0	1	1	1	0	1
afirmativa	say	0	0	0	0	0	0	1	0	0
usarlas	make	0	0	0	1	0	0	1	0	0
vida-	live	1	1	1	1	1	1	1	0	1
renunciar	give	0	1	1	0	0	0	1	0	1
renuncias	sacrifice	1	0	1	-1	-1	1	1	0	0
renuncian	be	0	1	0	0	0	0	1	0	1
Zimbabue-	assume	0	0	0	1	1	0	1	0	0
conciente	know	1	1	1	0	1	1	1	0	1
encontramos-	do	1	1	1	0	0	1	1	0	1
killing	field	0	0	1	1	1	1	1	0	0
alentaron	encourage	1	1	1	1	0	1	1	1	1
sobrevuelan	fly	0	1	1	0	0	0	1	0	1
guiarnos	guide	0	0	1	1	1	1	1	1	1
trasluce	clear	0	1	1	1	1	1	1	0	1
rascacielos	shoot	0	0	0	-1	0	-1	1	-1	0
profundidad-	detail	0	0	0	1	0	0	1	0	0
nomenclatura	name	0	1	1	1	1	1	1	0	1
SCOP	limit	0	0	0	-1	0	1	1	0	0
antisemita	twist	0	0	0	0	0	0	1	0	0
reflejarlo	reflect	0	0	0	0	0	0	1	0	0
solicitan	be	0	1	0	0	0	0	1	0	1
pregonamos	advocate	1	1	1	1	1	1	1	0	1
revestirá	be	0	1	0	0	0	0	1	0	1
repetí	repeat	0	1	0	1	0	1	1	0	0
sobrecarguen	burden	0	-1	-1	-1	-1	0	1	0	-1
finalizadas	end	0	1	0	0	1	0	1	0	0
conflictivos	conflict	0	0	0	-1	0	1	1	0	0
resaltó	stress	0	0	1	1	0	1	1	0	0
preguntaron	ask	0	0	0	0	1	1	1	0	0
desazón	regret	-1	0	-1	-1	-1	-1	1	0	-1
infección	infect	1	-1	0	-1	0	1	0	-1	-1
retomando	take	1	1	1	0	1	1	1	0	1
destinarlos	be	0	1	0	0	0	0	1	0	1
decirlo-	say	0	0	0	0	0	0	1	0	0
extravagante	be	0	1	0	0	0	0	1	0	1
millas	limit	0	0	0	-1	0	1	1	0	0
filosóficos	do	1	1	1	0	0	1	1	0	1
administran	administer	1	1	1	1	0	1	1	0	1
reincorporan	return	0	0	0	0	0	1	1	0	0
celebré	have	1	1	1	0	0	1	1	0	1
caricatura	caricature	0	0	0	1	0	1	1	0	0
equivaler	mean	0	0	0	0	0	-1	0	0	0
conculcados	violate	0	-1	-1	-1	0	1	0	0	-1
asumo-	assume	0	0	0	1	1	0	1	0	0
barra	bar	0	0	-1	-1	1	1	1	0	0
desilusiones	make	0	0	0	1	0	0	1	0	0
arte	gear	0	0	0	1	1	1	0	0	0
equivalen	be	0	1	0	0	0	0	1	0	1
8.000	boast	1	1	1	1	1	1	1	0	1
debéis	need	0	1	1	0	0	1	1	0	0
horarios	time	0	0	1	0	1	0	1	0	1
administrar	administer	1	1	1	1	0	1	1	0	1
barro	shift	0	0	0	0	1	0	1	0	0
replanteando	last	0	0	0	0	0	-1	-1	0	0
vulnerados	violate	0	-1	-1	-1	0	1	0	0	-1
variando	change	0	1	0	1	0	1	1	0	1
precontractual	contract	-1	0	-1	0	-1	-1	1	0	-1
Competería	be	0	1	0	0	0	0	1	0	1
valor	value	1	1	1	1	0	1	1	1	1
injustificable	justify	0	0	1	1	1	1	1	0	1
solidaria	show	1	1	1	0	1	0	1	0	0
reducirán	reduce	0	0	0	-1	1	1	1	-1	0
comenzaran	begin	1	1	1	1	0	1	1	0	1
solidario	base	0	1	1	1	1	1	1	0	1
bostezar	manage	1	1	1	1	1	1	1	0	1
negativo-	be	0	1	0	0	0	0	1	0	1
prestación	provide	1	1	1	1	1	1	1	0	1
codicia	desire	1	1	1	1	0	1	1	1	1
alcanzarles	force	0	0	0	-1	0	1	0	-1	0
desbordado	hand	1	1	0	1	1	1	1	0	1
reasignado	go	0	0	0	0	0	0	1	0	0
ciego	blind	0	0	-1	-1	0	1	1	0	0
constituyeron	be	0	1	0	0	0	0	1	0	1
culmine	culminate	1	1	0	0	0	1	1	0	0
descansaran	rest	1	1	1	1	1	1	1	0	1
ciega	blind	0	0	-1	-1	0	1	1	0	0
estimando	consider	1	1	1	1	1	1	1	0	1
sincero	warm	1	1	0	1	0	1	1	1	0
encuentran	be	0	1	0	0	0	0	1	0	1
confundimos	confuse	0	0	0	-1	0	1	1	-1	0
amparados	cover	0	0	0	1	1	1	1	0	0
pirateo	hack	0	0	0	0	0	1	1	0	1
instituyera	be	0	1	0	0	0	0	1	0	1
aprecié	appreciate	1	1	1	1	0	1	1	0	1
separarlas	separate	0	0	0	-1	0	1	1	-1	0
solicitar	ask	0	0	0	0	1	1	1	0	0
defraudaremos	down	0	0	0	0	0	0	1	0	0
sostendría	argue	0	0	1	1	0	1	1	0	0
encuentras	be	0	1	0	0	0	0	1	0	1
Valencia	represent	0	1	0	1	0	1	1	0	0
transferibilidad	transfer	0	0	0	0	0	1	1	0	0
cultivado	cultivate	1	1	1	1	1	1	1	0	1
plantarnos	stand	0	1	1	0	1	0	1	0	0
acercara	bring	0	0	1	1	0	0	1	0	0
cargarse	be	0	1	0	0	0	0	1	0	1
eludirlo	avoid	-1	1	-1	0	1	-1	1	0	1
cultivada	cultivate	1	1	1	1	1	1	1	0	1
manipulable	manipulate	0	0	0	0	0	1	1	0	1
revelada	reveal	0	0	0	1	0	1	1	0	0
retiradas	withdraw	0	0	0	-1	0	1	1	0	0
quédense	sit	0	0	0	0	0	0	0	0	0
disminuyan	reduce	0	0	0	-1	1	1	1	-1	0
hecho	do	1	1	1	0	0	1	1	0	1
percatarse	understand	1	1	1	1	1	1	1	0	1
supuestos	allege	0	0	0	0	0	1	1	-1	0
herbecida	force	0	0	0	-1	0	1	0	-1	0
revelado	reveal	0	0	0	1	0	1	1	0	0
fumadores	smoke	0	0	1	-1	0	1	1	0	1
próspera	thrive	0	1	1	1	1	1	1	0	1
dilatado	lead	0	1	1	1	1	0	1	0	1
remarcado	stress	0	0	1	1	0	1	1	0	0
compensarlo	compensate	0	0	0	1	0	1	1	1	0
democrático	govern	1	1	1	1	1	1	1	0	1
próspero	thrive	0	1	1	1	1	1	1	0	1
orquestados	orchestrate	1	1	1	1	1	1	1	0	1
reincorporen	back	1	1	1	1	1	1	1	1	1
progresen	progress	1	1	0	1	1	1	1	0	1
involuntaria	notice	1	1	1	0	1	1	1	0	0
Bierset	down	0	0	0	0	0	0	1	0	0
hemiciclo	house	1	1	0	1	1	1	1	1	1
canadienses	make	0	0	0	1	0	0	1	0	0
persuadidos	persuade	0	0	1	1	1	1	1	1	1
planteasen	can	0	0	0	0	0	1	1	0	1
cuadradas	square	0	0	0	0	0	1	1	0	0
jubilarse	retire	0	1	1	0	-1	1	1	0	-1
atreven	dare	1	1	1	0	1	1	1	0	1
infringir	infringe	0	-1	0	-1	0	1	1	0	0
escandinavo	regard	1	1	1	1	1	1	1	1	1
inyectado	inject	0	1	1	0	0	1	1	0	1
preguntemos	ask	0	0	0	0	1	1	1	0	0
-créame	do	1	1	1	0	0	1	1	0	1
derrames	spill	0	0	0	-1	-1	1	1	0	-1
detectados	detect	0	0	0	0	0	0	0	0	0
sumasen	join	1	1	1	1	1	1	1	1	1
corregirse	be	0	1	0	0	0	0	1	0	1
encierran	be	0	1	0	0	0	0	1	0	1
entorpezcan	hinder	0	-1	0	-1	0	1	0	-1	0
prohibidos	ban	0	-1	-1	-1	0	1	1	0	0
dennos	give	0	1	1	0	0	0	1	0	1
indicarán	indicate	0	0	0	1	0	1	1	0	0
-contingentes	determine	0	0	0	0	0	0	1	0	1
aduanas	border	0	0	0	0	0	0	0	0	0
sirviera	be	0	1	0	0	0	0	1	0	1
fume	smoke	0	0	1	-1	0	1	1	0	1
censurarse	censor	0	0	0	-1	0	1	1	0	1
fuma	smoke	0	0	1	-1	0	1	1	0	1
manipulen	manipulate	0	0	0	0	0	1	1	0	1
toleramos	tolerate	-1	0	-1	1	0	1	1	0	-1
desgravaciones	tax	0	0	1	1	1	0	1	0	1
ganga	bargain	0	0	1	0	1	1	1	0	1
consultado-	consult	1	1	1	1	1	1	1	1	1
absurdos	be	0	1	0	0	0	0	1	0	1
bloque	block	0	0	-1	-1	0	1	1	0	-1
arriesgaban	risk	-1	0	-1	0	-1	0	1	0	-1
cedieron	give	0	1	1	0	0	0	1	0	1
directa-	direct	0	0	1	1	0	1	1	0	1
sobrepasarán	exceed	0	0	0	0	0	0	1	0	0
concentramos	concentrate	0	0	0	0	1	1	0	0	0
demorado	delay	-1	0	-1	-1	-1	0	1	0	-1
provocaran	lead	0	1	1	1	1	0	1	0	1
relativice	put	1	1	1	0	1	1	1	0	1
ejecutivos	implement	1	1	1	1	1	1	1	0	1
alineación	line	0	0	0	0	1	0	1	0	1
fabricaran	make	0	0	0	1	0	0	1	0	0
concuerdan	be	0	1	0	0	0	0	1	0	1
acaeciendo	place	0	0	1	1	1	1	1	0	1
indización	do	1	1	1	0	0	1	1	0	1
dudemos	doubt	0	0	-1	-1	0	1	1	0	-1
impotencia	come	0	1	0	0	0	0	1	0	0
presentable	accord	1	0	0	1	0	1	1	0	1
desprovistos	deprive	0	-1	0	-1	0	1	0	-1	0
acostumbrados	have	1	1	1	0	0	1	1	0	1
envalentonado	embolden	0	-1	0	-1	0	1	0	-1	0
clandestinas	take	1	1	1	0	1	1	1	0	1
seres	love	1	1	1	1	1	1	1	1	1
desautorizado	deprive	0	-1	0	-1	0	1	0	-1	0
puedas	can	0	0	0	0	0	1	1	0	1
desautorizada	be	0	1	0	0	0	0	1	0	1
limitásemos	be	0	1	0	0	0	0	1	0	1
respetables	respect	1	1	1	1	0	1	1	1	1
exhiban	display	0	0	0	1	0	0	1	0	0
apurados	rush	0	0	-1	-1	1	1	1	-1	0
festín	field	0	0	1	1	1	1	1	0	0
comprensible	understand	1	1	1	1	1	1	1	0	1
propiciaría	lead	0	1	1	1	1	0	1	0	1
situarnos	be	0	1	0	0	0	0	1	0	1
Bundesrat	accord	1	0	0	1	0	1	1	0	1
procesada	process	0	0	1	1	1	1	1	0	0
recaudados	collect	1	1	1	1	1	1	1	0	1
erradicarlas	eradicate	-1	0	-1	-1	0	1	1	-1	0
directas	direct	0	0	1	1	0	1	1	0	1
deseen–	desire	1	1	1	1	0	1	1	1	1
procesado	process	0	0	1	1	1	1	1	0	0
modales	last	0	0	0	0	0	-1	-1	0	0
Nel	have	1	1	1	0	0	1	1	0	1
dolo	conceal	-1	0	-1	0	0	1	1	0	0
coincidimos	agree	0	0	0	0	1	1	1	0	1
omnipresente	be	0	1	0	0	0	0	1	0	1
alarga	take	1	1	1	0	1	1	1	0	1
concentremos	concentrate	0	0	0	0	1	1	0	0	0
Nuestros	flood	0	0	0	0	1	0	1	0	0
maltratados	mistreat	0	-1	-1	-1	0	1	0	-1	1
cuidaremos	do	1	1	1	0	0	1	1	0	1
susto	shock	0	0	0	-1	0	1	-1	-1	0
paisanos	receive	1	1	1	0	1	1	1	0	1
adicionales	further	1	1	1	1	0	1	1	0	1
fumó	smoke	0	0	1	-1	0	1	1	0	1
apaleados	beat	0	-1	-1	-1	0	1	1	-1	0
uniformes	field	0	0	1	1	1	1	1	0	0
esparcidas	spread	-1	-1	0	1	0	-1	1	0	0
amedrentar	bully	0	-1	-1	-1	0	1	0	-1	1
lunar	ban	0	-1	-1	-1	0	1	1	0	0
deseábamos	want	1	0	1	0	0	1	1	0	1
expusimos	set	0	0	1	1	1	1	1	0	1
aterrorizan	have	1	1	1	0	0	1	1	0	1
previsibilidad	make	0	0	0	1	0	0	1	0	0
transregionales	put	1	1	1	0	1	1	1	0	1
tolero	tolerate	-1	0	-1	1	0	1	1	0	-1
desestabilizar	undermine	0	-1	0	-1	0	1	0	0	0
adversa	congratulate	1	1	1	1	1	1	1	1	1
galopantes	soar	0	1	0	0	0	1	1	0	1
emergiendo	emerge	1	1	0	0	0	1	1	0	1
desestabilizan	force	0	0	0	-1	0	1	0	-1	0
anticipados	advance	0	1	1	1	1	0	1	0	1
demersales	catch	0	1	0	0	1	1	1	0	1
roaming	roam	0	1	1	0	0	1	1	0	1
reciclar	recycle	0	0	1	1	1	1	0	0	1
reconducir	back	1	1	1	1	1	1	1	1	1
reuniera	meet	0	1	1	1	1	1	1	0	1
animales-	prevent	0	0	0	-1	0	1	1	-1	0
formaré	be	0	1	0	0	0	0	1	0	1
acercará	bring	0	0	1	1	0	0	1	0	0
generado	generate	0	0	1	1	1	1	1	0	1
Cuántas	look	0	1	1	0	0	0	1	0	1
generada	generate	0	0	1	1	1	1	1	0	1
Lamento	be	0	1	0	0	0	0	1	0	1
promulgara	enact	0	0	1	1	0	1	1	0	1
sobornan	bribe	0	0	1	1	1	1	1	-1	1
incentivando	encourage	1	1	1	1	0	1	1	1	1
erradiquen	eradicate	-1	0	-1	-1	0	1	1	-1	0
mantas	blanket	0	-1	1	1	0	1	1	0	0
unirían	join	1	1	1	1	1	1	1	1	1
retendrá	be	0	1	0	0	0	0	1	0	1
conseguido-	succeed	0	1	1	0	1	1	1	0	1
vivirlo	force	0	0	0	-1	0	1	0	-1	0
conocidos	know	1	1	1	0	1	1	1	0	1
nota–	note	0	0	0	0	0	0	1	0	0
considerarlo	consider	1	1	1	1	1	1	1	0	1
considerarla	consider	1	1	1	1	1	1	1	0	1
arrinconar	shelve	0	0	0	-1	0	1	1	0	1
dudaron	have	1	1	1	0	0	1	1	0	1
dibujarse	emerge	1	1	0	0	0	1	1	0	1
satisficiéramos	be	0	1	0	0	0	0	1	0	1
aumentará	increase	1	1	0	1	0	1	1	0	1
ofendió	take	1	1	1	0	1	1	1	0	1
Contacto	contact	0	0	1	0	1	1	1	1	1
Larsson	head	1	0	1	1	1	1	1	0	1
Flaubert	need	0	1	1	0	0	1	1	0	0
reincorporarse	return	0	0	0	0	0	1	1	0	0
bruto	figure	0	0	0	0	0	0	0	0	0
clementinas	issue	0	0	0	1	0	1	1	0	0
bruta	give	0	1	1	0	0	0	1	0	1
informándome	inform	1	1	1	1	0	1	1	1	0
Imbeni	have	1	1	1	0	0	1	1	0	1
inaceptable	accept	1	1	1	1	1	1	1	0	1
alterarme	process	0	0	1	1	1	1	1	0	0
ceban	die	0	1	0	-1	-1	1	1	0	-1
operaron	operate	1	1	1	1	1	1	1	0	1
disparidades	exist	1	1	1	0	1	0	1	0	1
pilares	block	0	0	-1	-1	0	1	1	0	-1
denunciarlas	condemn	0	0	-1	-1	0	1	1	0	0
alameda	be	0	1	0	0	0	0	1	0	1
administradas	administer	1	1	1	1	0	1	1	0	1
valorados	value	1	1	1	1	0	1	1	1	1
barre	be	0	1	0	0	0	0	1	0	1
cinematográficas	film	0	0	1	1	0	1	1	0	1
pasando	happen	0	0	0	0	0	0	-1	0	0
enajenar	dispose	0	0	0	1	0	1	0	0	1
fast-track	apply	0	1	1	1	1	1	1	0	1
negativos	damage	1	-1	0	-1	0	1	-1	-1	0
reunirnos	meet	0	1	1	1	1	1	1	0	1
arranca	start	1	1	1	1	1	1	1	0	1
persistan	persist	0	0	0	0	0	1	1	0	1
conseguidos	achieve	1	1	1	1	1	1	1	0	1
solventa	be	0	1	0	0	0	0	1	0	1
procurar	try	0	1	1	0	1	1	1	0	0
solvente	sound	1	0	0	1	0	1	0	0	0
esclareciera	appoint	1	1	1	1	1	1	1	1	1
destinatarias	target	0	0	0	1	0	0	0	0	0
Pohjamo	afford	0	1	0	1	0	1	1	0	1
inseparable	link	1	1	1	1	1	1	1	0	0
defenderé	defend	1	1	1	1	0	1	1	1	1
naviera	ship	1	0	1	1	0	1	1	0	1
alejándonos	move	0	0	0	1	0	1	1	0	0
naviero	ship	1	0	1	1	0	1	1	0	1
reincorporar	reinstate	0	1	1	1	1	1	1	-1	1
prueba	test	0	1	1	0	1	1	1	0	1
entienda	understand	1	1	1	1	1	1	1	0	1
tantísimo	draw	0	0	1	1	1	1	0	0	0
desesperado	appeal	0	0	-1	-1	-1	1	1	0	0
protegerlo	protect	1	1	1	1	0	1	1	1	1
entiende	understand	1	1	1	1	1	1	1	0	1
sobrelapamientos	overlap	0	0	0	0	0	1	1	0	0
prosperidad	prosper	1	1	0	1	1	1	1	0	1
subordinados	subject	0	0	1	1	0	1	1	0	1
tratadas	treat	1	1	1	1	0	1	1	1	1
litigio	dispute	0	0	-1	-1	-1	1	1	0	-1
protegerla	protect	1	1	1	1	0	1	1	1	1
entiendo	understand	1	1	1	1	1	1	1	0	1
prestada	give	0	1	1	0	0	0	1	0	1
propietarias	own	0	1	1	1	1	1	1	0	1
implicarán	involve	0	0	0	0	1	1	1	0	0
respaldo	support	1	1	1	1	0	1	1	1	1
convencido-	convince	1	0	0	1	0	1	1	0	1
estancamiento	deadlock	0	0	0	-1	0	1	1	0	0
prestado	give	0	1	1	0	0	0	1	0	1
desplazándonos	account	0	0	0	0	0	1	1	0	0
excediera	exceed	0	0	0	0	0	0	1	0	0
novedad	feature	1	1	1	1	1	1	1	1	1
defenderá	defend	1	1	1	1	0	1	1	1	1
denos	give	0	1	1	0	0	0	1	0	1
inmovilizados	fix	0	1	0	1	0	1	1	0	1
comprarán	buy	1	1	1	1	1	1	1	0	1
percatamos	see	1	1	1	1	1	1	1	0	1
apenado	be	0	1	0	0	0	0	1	0	1
field	field	0	0	1	1	1	1	1	0	0
regularon	be	0	1	0	0	0	0	1	0	1
citados	mention	0	1	0	0	0	1	1	0	0
infierno	pave	1	1	0	1	1	0	1	0	0
alentarlas	encourage	1	1	1	1	0	1	1	1	1
inadmisiblemente	be	0	1	0	0	0	0	1	0	1
hundiera	be	0	1	0	0	0	0	1	0	1
escucharla	listen	0	1	1	1	0	0	1	0	1
aspiremos	aim	0	0	0	1	1	0	1	0	1
liberalizando	further	1	1	1	1	0	1	1	0	1
verter	discharge	0	0	0	-1	0	1	1	0	0
Esperamos	expect	0	1	1	1	0	0	1	0	1
cuasi-religiosas	practice	0	0	1	1	0	0	1	0	0
conectarlas	link	1	1	1	1	1	1	1	0	0
nichos	corner	0	0	-1	-1	1	1	1	0	0
alternar	alternate	0	0	0	1	1	1	1	0	0
anhelamos	be	0	1	0	0	0	0	1	0	1
apresamientos	arrest	0	0	-1	-1	1	1	1	-1	1
