de Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
Risikofaktor	risk	-1	0	-1	0	-1	0	1	0	-1
ausländischer	cordon	0	0	1	1	0	1	1	0	0
h.	word	0	1	0	0	0	0	1	0	0
Arbeitsbelastung	load	0	0	0	1	1	0	1	0	0
beschützen	protect	1	1	1	1	0	1	1	1	1
Vorträge	lecture	0	1	1	1	1	1	1	0	1
bestreitet	dispute	0	0	-1	-1	-1	1	1	0	-1
allmählich	begin	1	1	1	1	0	1	1	0	1
durchgeführt	carry	0	1	1	0	0	1	1	0	0
korrektere	correct	0	0	0	1	0	1	1	0	0
innen	function	0	1	0	1	1	1	1	0	0
gemäßigtes	moderate	1	0	0	1	0	1	1	0	0
Durchführungsverordnungen	implement	1	1	1	1	1	1	1	0	1
Entwicklungsmodell	model	0	0	0	1	1	1	1	0	1
gemäßigten	moderate	1	0	0	1	0	1	1	0	0
Forcierung	speed	1	1	0	1	0	1	1	0	0
Zugang	enter	1	1	1	0	1	1	1	0	1
Paket	package	0	0	0	1	1	0	1	0	1
Massenmigration	mass	0	0	0	1	0	0	1	0	0
Tankstellen	fill	0	1	1	1	1	1	1	0	1
schmeckt	taste	1	1	1	0	1	0	1	0	1
Überschüsse	profit	1	0	1	0	1	1	1	0	1
angebotene	offer	1	1	1	1	1	1	1	0	1
präsentierte	present	1	1	1	1	1	1	1	0	1
entsetzlich	shift	0	0	0	0	1	0	1	0	0
privatisierten	privatize	0	0	1	1	1	1	1	0	1
wünschten	wish	1	1	1	1	1	1	1	1	1
Neustrukturierung	restructure	1	1	0	1	1	1	1	0	1
Reformphase	reform	1	1	0	1	0	1	1	0	1
Alle	arm	0	0	0	-1	0	1	0	-1	0
definitiv	fund	1	1	1	1	1	1	1	0	1
loben	praise	1	1	1	1	1	1	1	1	1
konzeptionellen	design	1	1	1	1	1	1	1	0	1
Rest.	rest	1	1	1	1	1	1	1	0	1
verbundene	associate	0	0	0	0	0	0	1	0	0
wörtlich	quote	1	1	1	1	1	1	1	0	0
Nachricht	hear	0	1	0	0	1	1	1	0	0
einbringen	bring	0	0	1	1	0	0	1	0	0
Einreichung	submit	0	0	1	1	0	1	1	0	0
Falschgeld	forge	1	1	1	1	1	1	1	0	1
Auffinden	found	1	1	1	1	1	1	1	1	1
erarbeitete	draw	0	0	1	1	1	1	0	0	0
Arbeitsplatzes	work	1	1	1	1	0	1	1	0	1
Rests	rest	1	1	1	1	1	1	1	0	1
anspruchsvollen	demand	0	0	1	1	0	1	1	0	1
Nachteil	damage	1	-1	0	-1	0	1	-1	-1	0
anspruchsvoller	demand	0	0	1	1	0	1	1	0	1
Demarche	approach	0	1	1	0	1	1	1	0	1
Reste	remain	0	0	0	0	0	0	1	0	0
Betracht	consider	1	1	1	1	1	1	1	0	1
zuweisen	allocate	0	1	1	1	1	1	1	0	1
nachhaltiges	sustain	0	1	1	1	1	1	1	1	1
Haupttriebkraft	drive	1	1	0	1	0	1	1	0	1
fertiggestellten	complete	1	1	1	1	1	1	1	0	1
Anbaupflanzen	crop	0	0	1	0	1	1	1	0	1
Überlebenschance	survive	-1	1	-1	0	1	-1	1	0	1
Mißständen	abuse	1	-1	-1	-1	0	1	1	-1	-1
Erwerbstätigkeit	work	1	1	1	1	0	1	1	0	1
einseitiger	disregard	0	-1	-1	-1	-1	1	1	0	-1
furchtbare	exhibit	0	0	0	0	1	1	1	0	1
schütten	dump	0	-1	0	-1	1	0	0	-1	1
öfter	frequent	1	1	1	0	1	1	1	1	0
schüttet	throw	0	0	0	0	0	1	1	0	1
Ehe	marry	1	1	1	1	1	1	1	1	1
Alarmsignale	alarm	0	0	0	-1	0	1	1	-1	0
einseitigen	narrow	1	0	0	0	0	1	1	0	0
Parlamentsberichts	report	0	0	-1	1	0	0	1	0	-1
Obhut	separate	0	0	0	-1	0	1	1	-1	0
Friedenskräfte	force	0	0	0	-1	0	1	0	-1	0
anderseits	hand	1	1	0	1	1	1	1	0	1
Direktoriums	board	0	0	1	0	1	1	1	0	1
Abstimmliste	vote	0	0	0	1	1	1	1	0	0
Drucks	pressure	0	0	0	-1	0	0	1	-1	0
Ausnutzung	exploit	0	-1	-1	-1	0	1	1	-1	0
zusammengeschlossen	join	1	1	1	1	1	1	1	1	1
zutage	emerge	1	1	0	0	0	1	1	0	1
Zahlstellen	pay	0	0	-1	0	0	-1	1	0	-1
sichergestellt	guarantee	1	1	1	1	1	1	1	1	1
Wahlhelfer	poll	0	0	1	1	1	1	1	0	1
anspiele	refer	1	1	1	1	0	1	1	1	1
Stellungnahme	position	0	0	0	1	0	1	1	0	0
Kapazitäten	power	1	0	0	0	0	0	1	0	1
widerstreitenden	conflict	0	0	0	-1	0	1	1	0	0
Unterstützungsersuchen	request	0	0	1	0	1	1	1	0	1
abgebrannten	spend	0	1	0	0	0	0	1	0	0
abgebrannter	spend	0	1	0	0	0	0	1	0	0
schlicht	respond	0	1	0	0	0	1	1	0	1
Dämpfer	dampen	0	0	0	-1	0	1	0	0	0
erweiterte	enlarge	0	0	0	-1	1	1	1	0	0
versprach	promise	1	1	1	1	1	1	1	0	1
Haftstrafen	sentence	-1	1	-1	-1	0	1	1	-1	0
gebrannt	fire	0	0	1	0	1	0	1	0	1
Polen	represent	0	1	0	1	0	1	1	0	0
schlug	propose	0	1	1	1	0	0	1	0	1
aufbaut	build	1	1	1	1	1	1	1	0	1
Agreements	swap	0	0	0	0	1	1	1	0	1
strenge	relax	0	1	0	1	1	0	1	0	1
Schadensfällen	claim	1	1	1	0	1	1	1	0	1
dagewesenen	record	1	1	1	1	1	1	1	0	1
Forscher	research	0	-1	1	1	1	1	1	0	1
abhandeln	deal	0	0	0	0	0	0	0	0	0
verbieten	ban	0	-1	-1	-1	0	1	1	0	0
Ermangelung	lack	0	0	0	0	-1	1	1	0	-1
Dankbarkeit	thank	1	1	1	1	1	1	1	1	1
Voranschreiten	progress	1	1	0	1	1	1	1	0	1
neu	renegotiate	0	0	1	1	1	1	1	0	1
bezwingen	defeat	0	0	-1	-1	1	1	1	-1	1
Zeug	stuff	0	-1	0	1	0	1	1	0	1
Sportveranstaltung	sport	1	0	1	1	1	1	1	0	1
Kompetenz	power	1	0	0	0	0	0	1	0	1
drei	triple	0	0	0	0	1	0	1	0	0
Familienwirtschaften	farm	0	1	1	1	1	1	1	0	1
Zeugen	witness	0	1	1	1	0	1	1	0	1
herausgegebene	publish	1	1	1	1	1	1	1	0	1
Verhandlungspositionen	negotiate	1	1	1	1	1	1	1	0	1
Tieren	export	0	0	1	0	1	1	1	0	1
Schlussphase	close	0	1	1	0	0	1	1	0	1
wahrlich	give	0	1	1	0	0	0	1	0	1
Diäten	restore	1	1	1	1	0	1	1	1	1
eingetrichtert	ram	0	0	1	1	1	1	0	-1	1
unterlag	subject	0	0	1	1	0	1	1	0	1
Höchstgrenzen	limit	0	0	0	-1	0	1	1	0	0
Gegenstimme	vote	0	0	0	1	1	1	1	0	0
engagiertere	commit	-1	-1	0	0	-1	0	1	0	-1
hauptsächlich	focus	1	1	1	1	0	1	1	0	1
Straßburg	wander	0	1	0	0	0	1	1	0	1
Engpässe	stick	0	0	0	0	-1	1	1	0	-1
Seht	look	0	1	1	0	0	0	1	0	1
Rakete	rocket	0	0	0	1	0	0	1	0	1
unbeliebt	like	1	1	1	1	0	1	1	1	1
Milliarden	lend	1	1	1	1	1	1	1	0	1
Drohung	threaten	0	-1	-1	-1	0	1	1	-1	-1
unversehrt	hurt	0	-1	-1	-1	0	1	0	-1	-1
Eigenkapitals	net	0	0	1	0	0	1	1	0	1
gestimmt	vote	0	0	0	1	1	1	1	0	0
Handlungsplan	plan	1	1	1	1	1	1	1	0	1
modernisierte	update	0	1	0	1	1	1	1	0	1
mehrheitlich	incite	0	-1	0	-1	0	1	0	-1	0
zurückzieht	withdraw	0	0	0	-1	0	1	1	0	0
Inhalte	subject	0	0	1	1	0	1	1	0	1
Alarmglocke	alarm	0	0	0	-1	0	1	1	-1	0
Prognose	forecast	0	0	0	0	0	0	1	0	1
zurückziehe	withdraw	0	0	0	-1	0	1	1	0	0
anzuregen	encourage	1	1	1	1	0	1	1	1	1
eingestehen	admit	0	0	0	1	0	1	1	0	0
unwesentlich	play	1	1	1	1	1	1	1	0	1
empfehlenswerte	practice	0	0	1	1	0	0	1	0	0
reichten	range	0	0	0	0	0	0	0	0	0
Machtverschiebung	shift	0	0	0	0	1	0	1	0	0
übertragen	transfer	0	0	0	0	0	1	1	0	0
lohnen	pay	0	0	-1	0	0	-1	1	0	-1
Hassreden	hate	-1	0	-1	-1	-1	1	1	-1	-1
Verantwortungsträger	position	0	0	0	1	0	1	1	0	0
einmalig	parallel	0	0	0	1	1	0	1	0	0
Konsummilch	drink	0	0	1	0	1	0	1	0	1
anzugreifen	attack	0	-1	-1	-1	1	1	0	-1	0
Wagnis	gamble	0	0	1	0	0	1	1	0	1
gewöhnlichen	prevent	0	0	0	-1	0	1	1	-1	0
gelangenden	arrive	0	0	0	0	0	0	1	0	1
geprägten	upgrade	0	0	0	1	1	1	1	0	1
Regierungsverantwortlichen	relay	0	0	0	1	1	0	1	0	1
Profitinteressen	profit	1	0	1	0	1	1	1	0	1
abzuhandeln	deal	0	0	0	0	0	0	0	0	0
Verkehrsbereich	transport	0	1	0	1	1	1	1	0	0
etablierte	establish	0	0	1	1	1	1	1	1	1
Kompensation	compensate	0	0	0	1	0	1	1	1	0
Isolierung	isolate	0	0	-1	-1	0	1	1	-1	0
berichteten	report	0	0	-1	1	0	0	1	0	-1
höre	hear	0	1	0	0	1	1	1	0	0
zugegriffen	store	1	1	1	1	1	1	1	0	1
dieselben	equal	1	1	0	1	0	1	1	0	1
hört	hear	0	1	0	0	1	1	1	0	0
unterdrückt	oppress	0	-1	-1	-1	0	1	0	-1	1
Betrügereien	cheat	0	-1	0	-1	0	1	1	-1	1
mieten	rent	1	1	1	1	1	1	1	0	1
Höchstgrenze	limit	0	0	0	-1	0	1	1	0	0
zurückhält	withhold	0	0	0	-1	0	1	1	0	0
Behebung	repair	0	1	0	1	1	1	1	0	1
Fälschung	falsify	0	0	1	1	0	1	1	0	1
auswächst	lock	0	0	1	1	0	0	1	0	1
Mögliche	do	1	1	1	0	0	1	1	0	1
Gesamthaushalts	total	0	0	0	0	0	1	1	0	0
bösen	pull	0	0	0	0	0	0	1	0	0
zurückverweisen	back	1	1	1	1	1	1	1	1	1
Umstrukturierung	restructure	1	1	0	1	1	1	1	0	1
Kontrolltätigkeit	control	1	0	1	0	1	1	1	0	1
Staatsausgaben	spend	0	1	0	0	0	0	1	0	0
Frage	question	0	0	1	1	1	1	1	0	1
weltlichen	pressure	0	0	0	-1	0	0	1	-1	0
Kollisionsnormen	conflict	0	0	0	-1	0	1	1	0	0
Gestalt	shape	1	1	0	1	1	1	1	0	0
Ausdruck	express	-1	0	0	0	1	0	1	0	0
erwiderte	reply	0	0	0	0	0	1	1	0	0
Zucht	breed	-1	-1	0	1	0	0	0	0	0
Kfz-Steuer	tax	0	0	1	1	1	0	1	0	1
Wolke	cloud	0	0	0	1	0	1	1	0	0
Gesichter	face	0	0	0	0	1	1	1	0	1
überraschend	surprise	1	1	1	1	1	0	1	0	1
traurige	depress	0	-1	0	-1	0	1	0	-1	0
Zuhörens	listen	0	1	1	1	0	0	1	0	1
Eskalation	escalate	0	-1	0	-1	0	0	1	0	0
assimilieren	assimilate	0	0	0	-1	0	1	1	0	0
Landwirtschaftsmodell	model	0	0	0	1	1	1	1	0	1
Vorbeugung	prevent	0	0	0	-1	0	1	1	-1	0
einschränken	restrict	0	0	-1	-1	0	1	1	0	1
Verantwortlicher	position	0	0	0	1	0	1	1	0	0
verschanzen	hide	0	0	0	0	0	0	1	1	0
Zugpferd	spearhead	0	0	0	1	1	1	0	0	1
Empfängerländer	receive	1	1	1	0	1	1	1	0	1
wägen	weigh	0	0	0	0	0	0	1	0	0
bemerkenswerterweise	strike	1	1	0	0	0	1	1	0	0
unterstellte	imply	1	1	1	1	1	1	1	0	1
verübte	commit	-1	-1	0	0	-1	0	1	0	-1
Handelssystem	trade	0	1	1	1	1	1	1	0	1
regte	suggest	1	1	1	1	0	1	1	0	1
Glücksspielbranche	gamble	0	0	1	0	0	1	1	0	1
gewachsenen	increase	1	1	0	1	0	1	1	0	1
Produktionsprozesse	process	0	0	1	1	1	1	1	0	0
nötigenfalls	authorize	1	1	1	1	1	1	1	0	1
Wohnungsbau	house	1	1	0	1	1	1	1	1	1
Charta	charter	1	1	1	1	1	1	1	1	1
Fremdsprachen	learn	1	1	1	0	1	1	1	0	1
unberechtigt	acknowledge	0	1	1	1	1	0	1	0	1
Expansion	expand	1	1	1	1	1	1	1	0	1
unterlegen	lose	0	0	0	-1	-1	1	1	0	-1
EU-Ziele	target	0	0	0	1	0	0	0	0	0
vergessene	forget	-1	0	-1	-1	-1	0	1	-1	-1
gerechtere	equal	1	1	0	1	0	1	1	0	1
ausbleibenden	lack	0	0	0	0	-1	1	1	0	-1
Timings	time	0	0	1	0	1	0	1	0	1
finanzieren	finance	1	1	1	1	1	1	1	0	1
Planes	plan	1	1	1	1	1	1	1	0	1
Relaisstellen	relay	0	0	0	1	1	0	1	0	1
wegnimmt	rob	0	-1	-1	-1	1	1	0	-1	0
ermutigt	encourage	1	1	1	1	0	1	1	1	1
aufgab	plant	1	1	1	1	1	1	1	0	1
ist	be	0	1	0	0	0	0	1	0	1
vereinbarenden	agree	0	0	0	0	1	1	1	0	1
Funktion	function	0	1	0	1	1	1	1	0	0
ermutige	encourage	1	1	1	1	0	1	1	1	1
Kurzstreckenseeverkehrs	ship	1	0	1	1	0	1	1	0	1
Umwidmung	reassign	0	0	1	1	0	1	1	0	1
Gedanke	think	0	0	1	1	1	1	1	1	0
Reformprozeß	reform	1	1	0	1	0	1	1	0	1
entgegenhalten	say	0	0	0	0	0	0	1	0	0
erneuern	renew	0	0	1	1	0	1	1	0	0
massiv	scale	0	0	0	0	0	0	1	0	0
Behinderungen	disable	0	0	0	-1	0	0	1	0	0
Pflanzengesundheit	plant	1	1	1	1	1	1	1	0	1
Aushängeschild	trumpet	0	1	1	1	0	1	1	0	1
Wettbewerbsfähigkeit	compete	1	1	1	1	1	1	1	0	1
Fütterung	feed	1	1	1	1	0	1	1	1	1
bekundet	express	-1	0	0	0	1	0	1	0	0
ECU	grant	0	0	1	1	0	1	1	0	1
schlagen	propose	0	1	1	1	0	0	1	0	1
bekunden	express	-1	0	0	0	1	0	1	0	0
sprengen	blow	0	0	0	0	0	0	1	0	0
Respektes	respect	1	1	1	1	0	1	1	1	1
Kommissionsstudie	study	1	0	1	1	1	1	1	0	1
Nachlassen	weaken	0	-1	0	-1	0	1	0	-1	0
Verkehrswege	route	0	0	0	0	0	1	1	0	0
territorialen	decline	0	0	-1	-1	0	1	1	0	0
unstrittig	dispute	0	0	-1	-1	-1	1	1	0	-1
aufteilt	distribute	1	1	1	0	1	1	1	0	1
Vertragsentwürfe	draft	1	1	1	1	1	1	1	0	1
territorialer	compile	1	1	1	1	1	1	1	0	1
eingeschlichen	creep	0	0	0	-1	0	0	1	0	0
Geldmittel	fund	1	1	1	1	1	1	1	0	1
Vorstoß	move	0	0	0	1	0	1	1	0	0
fortschrittlichen	advance	0	1	1	1	1	0	1	0	1
durchkommt	succeed	0	1	1	0	1	1	1	0	1
Druckerzeugnisse	print	1	0	1	0	1	0	1	0	1
zügigeren	gratify	0	1	0	1	0	1	1	1	1
Übernahmeangebote	bid	0	0	1	0	1	1	1	0	1
wiesen	point	0	0	0	0	1	0	1	0	0
zusammentreten	meet	0	1	1	1	1	1	1	0	1
Überraschendes	surprise	1	1	1	1	1	0	1	0	1
fortschrittlicher	advance	0	1	1	1	1	0	1	0	1
Rechtswirksamkeit	force	0	0	0	-1	0	1	0	-1	0
Teilbereiche	strand	0	0	0	-1	0	0	1	0	0
verschärfen	exacerbate	0	-1	0	-1	0	0	0	-1	0
aufforderte	call	0	0	1	1	0	1	1	0	1
entsandte	post	0	1	1	1	0	1	1	0	1
Orientierung	approach	0	1	1	0	1	1	1	0	1
entgangene	lose	0	0	0	-1	-1	1	1	0	-1
Vertragsentwurfs	draft	1	1	1	1	1	1	1	0	1
Anschlag	attack	0	-1	-1	-1	1	1	0	-1	0
Beitritt	join	1	1	1	1	1	1	1	1	1
Streich	blow	0	0	0	0	0	0	1	0	0
Häusern	house	1	1	0	1	1	1	1	1	1
Vervielfältigungen	copy	0	0	0	1	1	1	1	0	1
Handelns	act	0	0	0	0	0	0	1	0	0
Völkerrecht	alarm	0	0	0	-1	0	1	1	-1	0
Impulsen	boost	0	0	0	1	0	1	1	0	0
Abwässern	waste	0	-1	0	-1	-1	1	1	0	-1
Exportmarkt	export	0	0	1	0	1	1	1	0	1
Binnenmarktregeln	rule	1	1	1	1	1	1	1	0	1
Mitarbeiter	staff	1	1	1	1	1	1	1	0	1
heutige	present	1	1	1	1	1	1	1	0	1
zunichtemachen	destroy	0	-1	-1	-1	0	1	0	-1	0
Formationen	group	0	0	0	1	1	0	1	0	1
Handelsvorschriften	trade	0	1	1	1	1	1	1	0	1
Militärgerichte	court	1	1	1	1	1	1	1	1	1
globalen	total	0	0	0	0	0	1	1	0	0
funktioniere	work	1	1	1	1	0	1	1	0	1
Flüchtlingsströme	flow	0	0	0	0	0	0	1	0	0
globales	model	0	0	0	1	1	1	1	0	1
teilweisen	cancel	0	0	-1	-1	0	1	1	0	0
Schadensregulierung	claim	1	1	1	0	1	1	1	0	1
Polizeibehörden	police	0	0	0	-1	0	1	1	0	0
abzielende	target	0	0	0	1	0	0	0	0	0
Übergriffe	attack	0	-1	-1	-1	1	1	0	-1	0
beteuern	tire	0	0	0	-1	0	1	0	-1	0
Rechtsmitteln	remedy	0	0	0	0	0	0	1	0	1
Achse	route	0	0	0	0	0	1	1	0	0
klarkommen	cope	0	1	0	0	1	1	1	0	1
physischen	package	0	0	0	1	1	0	1	0	1
EU-Land	compete	1	1	1	1	1	1	1	0	1
verstoße	breach	0	-1	0	-1	0	1	1	-1	0
Möglichkeit	allow	1	1	1	1	0	1	1	1	1
Schließen	close	0	1	1	0	0	1	1	0	1
Weiterleitung	transfer	0	0	0	0	0	1	1	0	0
reibungslos	smooth	0	0	0	1	0	1	1	0	0
ungeklärt	clarify	0	1	1	1	1	1	1	0	1
gießt	pour	0	1	1	1	0	1	1	0	1
Reiseunternehmen	tour	0	1	0	0	1	1	1	0	1
vorzuziehen	forward	1	1	0	1	1	1	1	0	1
Luftverkehrsindustrie	air	0	0	0	-1	0	1	0	0	0
juristischen	withstand	-1	1	0	0	0	-1	1	0	0
Einigungswerk	project	0	0	1	1	1	1	1	0	1
juristischer	opt	1	1	1	0	1	1	1	0	1
mitaufgenommen	incorporate	0	0	1	1	0	1	1	0	1
gebende	give	0	1	1	0	0	0	1	0	1
Bedeutung	mean	0	0	0	0	0	-1	0	0	0
erkundigte	ask	0	0	0	0	1	1	1	0	0
Möglichstes	can	0	0	0	0	0	1	1	0	1
Schlüsselfigur	figure	0	0	0	0	0	0	0	0	0
fördern	promote	1	1	1	1	1	1	1	0	1
Bankgebühren	draft	1	1	1	1	1	1	1	0	1
Erlass	adopt	1	1	1	1	1	1	1	0	1
Preispaket	package	0	0	0	1	1	0	1	0	1
bemerkte	say	0	0	0	0	0	0	1	0	0
entkommen	escape	-1	0	-1	0	1	-1	1	0	1
Ruf	call	0	0	1	1	0	1	1	0	1
Grundbedürfnisse	need	0	1	1	0	0	1	1	0	0
Entwicklungsniveaus	level	0	1	1	1	1	0	1	0	1
Untätigkeit	lack	0	0	0	0	-1	1	1	0	-1
rufen	call	0	0	1	1	0	1	1	0	1
hinderte	prevent	0	0	0	-1	0	1	1	-1	0
kassieren	collect	1	1	1	1	1	1	1	0	1
eingestürzten	collapse	0	0	0	-1	0	1	1	0	0
geförderter	fund	1	1	1	1	1	1	1	0	1
Rechtsakte	act	0	0	0	0	0	0	1	0	0
gemeinschaftlich	support	1	1	1	1	0	1	1	1	1
leeren	empty	0	0	0	1	0	0	1	0	0
vergiften	poison	0	-1	-1	-1	0	1	0	-1	1
Profitmaximierung	profit	1	0	1	0	1	1	1	0	1
Kirche	carry	0	1	1	0	0	1	1	0	0
geförderten	promote	1	1	1	1	1	1	1	0	1
furchtbaren	terrify	0	-1	0	-1	0	1	0	-1	0
Milderung	alleviate	0	1	0	1	0	0	1	0	0
Nahrungsmitteln	feed	1	1	1	1	0	1	1	1	1
Brust	mind	0	0	1	1	1	1	1	0	1
Leugnung	deny	0	0	-1	-1	0	1	1	0	-1
abzielenden	aim	0	0	0	1	1	0	1	0	1
Mechanismen	measure	0	1	0	0	0	0	1	0	1
Programmphase	stage	0	1	1	1	1	0	1	0	1
Geldtransfer	transfer	0	0	0	0	0	1	1	0	0
ungemein	major	0	1	0	0	1	1	1	0	1
naturgemäß	incline	0	0	0	0	0	1	1	0	0
-bürger	endanger	1	-1	0	-1	0	1	0	0	0
Schiffbau	ship	1	0	1	1	0	1	1	0	1
springt	intervene	0	0	0	-1	0	1	1	0	1
-Münzen	coin	0	0	0	0	1	1	1	0	1
Zuwachses	increase	1	1	0	1	0	1	1	0	1
Grund	reason	0	0	0	0	0	0	1	0	1
Gewinnerzielung	profit	1	0	1	0	1	1	1	0	1
gleichmäßige	equal	1	1	0	1	0	1	1	0	1
steckt	be	0	1	0	0	0	0	1	0	1
Inspektionen	inspect	0	0	0	0	0	1	1	0	0
Schwellenwert	limit	0	0	0	-1	0	1	1	0	0
erkenne	acknowledge	0	1	1	1	1	0	1	0	1
beschämende	embarrass	0	-1	0	-1	0	1	0	-1	0
angelangt	reach	0	1	0	0	0	1	1	0	0
Lichtbild	photograph	0	1	0	0	0	1	1	0	1
Abmachung	deal	0	0	0	0	0	0	0	0	0
erkennt	acknowledge	0	1	1	1	1	0	1	0	1
Hälfte	halve	0	0	0	-1	1	1	1	0	0
dergestalt	compromise	0	-1	0	-1	-1	1	0	0	0
abfedern	alleviate	0	1	0	1	0	0	1	0	0
heraufgesetzt	raise	0	0	1	1	0	0	1	0	1
stützte	base	0	1	1	1	1	1	1	0	1
gerieten	clash	0	0	0	-1	0	1	1	0	0
fungiert	act	0	0	0	0	0	0	1	0	0
Anstrengung	pull	0	0	0	0	0	0	1	0	0
diagnostiziert	diagnose	0	1	0	1	0	1	1	0	0
Anwender	plug	0	0	0	1	1	1	1	0	1
Räumlichkeiten	build	1	1	1	1	1	1	1	0	1
Einlegung	lodge	0	0	0	0	0	1	1	0	1
Behutsamkeit	caution	1	1	1	1	0	1	1	-1	-1
Wohnungsbausektor	house	1	1	0	1	1	1	1	1	1
Sanktionen	sanction	0	-1	-1	-1	0	1	1	0	1
Streitigkeiten	dispute	0	0	-1	-1	-1	1	1	0	-1
Vorgänge	happen	0	0	0	0	0	0	-1	0	0
is	be	0	1	0	0	0	0	1	0	1
it	leave	0	0	0	0	0	0	1	-1	0
beschießt	shell	0	-1	-1	-1	1	1	-1	-1	1
begriffene	emerge	1	1	0	0	0	1	1	0	1
im	last	0	0	0	0	0	-1	-1	0	0
bevölkerten	populate	0	1	1	1	1	1	1	0	1
in	be	0	1	0	0	0	0	1	0	1
Polizeimaßnahmen	police	0	0	0	-1	0	1	1	0	0
Bezeichnungen	name	0	1	1	1	1	1	1	0	1
Lohnsteigerungen	wage	0	1	1	1	1	1	1	0	1
gerufene	launch	1	1	1	1	1	1	1	0	1
Gesetzesvorschlag	bill	0	0	1	1	1	1	1	0	1
Wachstumsrate	rate	0	1	0	1	0	0	1	0	0
manchem	respect	1	1	1	1	0	1	1	1	1
Bekleidungserzeugnissen	clothe	0	-1	0	-1	0	1	0	1	1
manchen	number	0	0	0	1	0	0	1	0	0
manches	deal	0	0	0	0	0	0	0	0	0
mancher	number	0	0	0	1	0	0	1	0	0
begnügt	confine	0	0	0	-1	0	1	0	-1	0
Vorausplanung	plan	1	1	1	1	1	1	1	0	1
Drahtzieher	string	0	1	0	1	0	1	1	0	0
Kernpunkt	thrust	0	0	0	-1	0	0	0	-1	0
hineinkommen	wheel	0	0	0	0	1	1	1	0	1
jetzt	be	0	1	0	0	0	0	1	0	1
Finanzmarktreform	reform	1	1	0	1	0	1	1	0	1
Konkurrenzfähigkeit	compete	1	1	1	1	1	1	1	0	1
Portion	amount	0	0	0	1	0	0	1	0	0
rentieren	return	0	0	0	0	0	1	1	0	0
Faust	grip	0	0	0	0	0	1	1	0	0
kostendeckend	cover	0	0	0	1	1	1	1	0	0
Menschenrechtsbilanz	record	1	1	1	1	1	1	1	0	1
Waisenkindern	orphan	0	-1	1	1	0	0	1	0	1
Verlauf	process	0	0	1	1	1	1	1	0	0
transformieren	transform	1	1	0	1	0	1	1	1	0
Wahlkampagne	campaign	0	0	1	1	1	1	1	-1	1
Zuwachs	increase	1	1	0	1	0	1	1	0	1
Bundesstaaten	state	0	1	1	1	0	1	1	0	0
darlegt	set	0	0	1	1	1	1	1	0	1
Lieferverträge	contract	-1	0	-1	0	-1	-1	1	0	-1
vorzubereiten	prepare	1	1	1	1	1	1	1	1	1
practices	practice	0	0	1	1	0	0	1	0	0
errungen	win	1	1	1	1	1	1	1	0	1
prallen	clash	0	0	0	-1	0	1	1	0	0
darlege	set	0	0	1	1	1	1	1	0	1
Wohnungsbauvorhaben	house	1	1	0	1	1	1	1	1	1
Preissystem	price	0	0	1	1	1	0	1	0	1
facto	practice	0	0	1	1	0	0	1	0	0
erwarten	expect	0	1	1	1	0	0	1	0	1
Beweis	demonstrate	0	0	1	1	0	1	1	0	1
verfehlten	fail	0	0	-1	-1	-1	0	1	-1	-1
Themenkomplex	issue	0	0	0	1	0	1	1	0	0
reihen	form	1	1	1	1	1	1	1	0	1
nachweislich	prove	0	0	0	1	0	1	1	0	1
praktizierten	practice	0	0	1	1	0	0	1	0	0
Kopien	copy	0	0	0	1	1	1	1	0	1
Agrarimporte	import	0	0	0	1	1	1	1	0	1
ankündigen	announce	1	1	1	1	1	1	1	0	1
zustehen	entitle	1	1	0	1	0	1	1	1	0
handelnde	act	0	0	0	0	0	0	1	0	0
Arbeitszeitregelung	work	1	1	1	1	0	1	1	0	1
Garaus	kill	0	-1	-1	-1	-1	1	0	-1	-1
Verwertung	recycle	0	0	1	1	1	1	0	0	1
Einsteigen	board	0	0	1	0	1	1	1	0	1
existiere	exist	1	1	1	0	1	0	1	0	1
haushaltspolitisch	term	1	1	0	1	1	1	0	0	0
Preisstützungen	price	0	0	1	1	1	0	1	0	1
Richtlinienvorschlag	propose	0	1	1	1	0	0	1	0	1
abgestattet	visit	1	1	1	1	1	1	1	1	1
egal	matter	0	0	0	-1	0	1	1	0	0
Ziels	aim	0	0	0	1	1	0	1	0	1
Kraftstoffeffizienz	fuel	0	0	0	1	1	1	1	0	1
tatkräftig	give	0	1	1	0	0	0	1	0	1
insistieren	insist	0	0	1	0	0	1	1	0	1
aufgelisteten	list	0	0	0	1	0	0	1	0	1
Bodenpolitik	land	0	0	1	0	0	1	1	0	1
bedenkliche	worry	0	0	-1	-1	0	0	1	-1	-1
engstirnige	narrow	1	0	0	0	0	1	1	0	0
großenteils	lie	0	0	0	0	0	1	1	0	0
Verwaltungspraxis	conduct	0	0	1	1	0	1	1	0	1
verfestigt	strengthen	1	1	0	1	0	1	1	1	0
Sturmkatastrophe	storm	0	-1	-1	-1	0	1	1	-1	1
einzupassen	fit	0	0	1	1	0	1	1	0	1
rügt	blame	-1	-1	-1	-1	-1	1	1	-1	-1
schleunigst	delay	-1	0	-1	-1	-1	0	1	0	-1
Beseitigung	eliminate	-1	1	-1	-1	1	-1	1	0	0
Entwicklungsmodelle	model	0	0	0	1	1	1	1	0	1
