pl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
napięty	schedule	1	1	1	1	1	1	1	0	1
obligatoryjne	force	0	0	0	-1	0	1	0	-1	0
masakrowania	massacre	0	-1	-1	-1	0	1	1	-1	0
napięte	strain	0	0	0	-1	0	1	1	-1	-1
napięta	overshadow	0	-1	0	-1	0	1	0	0	0
traktującej	term	1	1	0	1	1	1	0	0	0
przestawali	continue	1	1	1	1	1	0	1	0	1
wzajemnej	peer	0	1	0	0	1	1	1	0	1
hospitalizowanych	admit	0	0	0	1	0	1	1	0	0
czystka	cleanse	0	1	0	1	0	0	1	0	1
głosowaniem	vote	0	0	0	1	1	1	1	0	0
Mariann	own	0	1	1	1	1	1	1	0	1
czystki	cleanse	0	1	0	1	0	0	1	0	1
przedstawiałaby	be	0	1	0	0	0	0	1	0	1
uchwaliłby	be	0	1	0	0	0	0	1	0	1
przechwytywać	track	-1	1	-1	-1	1	1	1	-1	1
ustawą	act	0	0	0	0	0	0	1	0	0
składowanie	stockpile	0	0	0	-1	1	1	-1	0	1
ustawę	act	0	0	0	0	0	0	1	0	0
rebelianckie	rebel	0	0	0	-1	0	1	1	-1	1
składowania	store	1	1	1	1	1	1	1	0	1
ujednolicony	codify	0	1	1	1	1	1	1	0	1
piętrzyły	associate	0	0	0	0	0	0	1	0	0
zada	ask	0	0	0	0	1	1	1	0	0
czytelniejszym	aim	0	0	0	1	1	0	1	0	1
skorumpowany	corrupt	1	-1	0	-1	0	1	0	-1	0
mianowanego	appoint	1	1	1	1	1	1	1	1	1
rakietowych	rocket	0	0	0	1	0	0	1	0	1
przyczyniający	contribute	1	1	1	1	1	1	1	0	1
nieustępliwość	play	1	1	1	1	1	1	1	0	1
udzielanego	give	0	1	1	0	0	0	1	0	1
uruchamianych	be	0	1	0	0	0	0	1	0	1
przyczyniająca	contribute	1	1	1	1	1	1	1	0	1
skorumpowani	corrupt	1	-1	0	-1	0	1	0	-1	0
przyczyniające	contribute	1	1	1	1	1	1	1	0	1
względach	respect	1	1	1	1	0	1	1	1	1
potraktował	have	1	1	1	0	0	1	1	0	1
skorumpowane	corrupt	1	-1	0	-1	0	1	0	-1	0
mieszkańcom	live	1	1	1	1	1	1	1	0	1
wyznawane	advocate	1	1	1	1	1	1	1	0	1
lokalna	be	0	1	0	0	0	0	1	0	1
projekt	project	0	0	1	1	1	1	1	0	1
zbożach	be	0	1	0	0	0	0	1	0	1
awaryjne	place	0	0	1	1	1	1	1	0	1
zaważywszy	give	0	1	1	0	0	0	1	0	1
funkcji	function	0	1	0	1	1	1	1	0	0
żebrania	beg	0	0	0	1	0	1	1	0	-1
zliberalizowane	relax	0	1	0	1	1	0	1	0	1
żebranie	beg	0	0	0	1	0	1	1	0	-1
zostawili	leave	0	0	0	0	0	0	1	-1	0
dużymi	major	0	1	0	0	1	1	1	0	1
popatrzcie	look	0	1	1	0	0	0	1	0	1
ostrzegawczym	warn	0	1	0	1	0	1	1	0	0
klimatyczno-energetycznego	change	0	1	0	1	0	1	1	0	1
kopię	copy	0	0	0	1	1	1	1	0	1
samozwańczym	back	1	1	1	1	1	1	1	1	1
starć	clash	0	0	0	-1	0	1	1	0	0
wyciąganiu	be	0	1	0	0	0	0	1	0	1
zachęcający	encourage	1	1	1	1	0	1	1	1	1
szykujemy	be	0	1	0	0	0	0	1	0	1
skomercjalizowanym	be	0	1	0	0	0	0	1	0	1
kopią	copy	0	0	0	1	1	1	1	0	1
ujęli	include	1	1	1	1	1	1	1	1	0
najsilniejszych	play	1	1	1	1	1	1	1	0	1
zachęcająco	encourage	1	1	1	1	0	1	1	1	1
podrobione	estimate	1	1	1	0	0	1	1	0	1
depresji	be	0	1	0	0	0	0	1	0	1
wykluczeniu	exclude	0	0	-1	-1	0	1	1	0	0
bezdyskusyjne	be	0	1	0	0	0	0	1	0	1
hodowcom	complicate	0	-1	0	-1	0	1	0	0	0
877	add	1	1	1	1	1	0	1	0	1
zasięgnęłam	take	1	1	1	0	1	1	1	0	1
wykluczenie	exclude	0	0	-1	-1	0	1	1	0	0
wykluczenia	exclude	0	0	-1	-1	0	1	1	0	0
obrazą	insult	0	-1	-1	-1	0	1	0	-1	1
cenzuruje	censor	0	0	0	-1	0	1	1	0	1
bezdyskusyjny	be	0	1	0	0	0	0	1	0	1
psa	dog	0	-1	1	1	0	1	1	-1	1
karze	punish	0	0	-1	-1	0	1	1	-1	-1
dobijamy	be	0	1	0	0	0	0	1	0	1
rezygnować	give	0	1	1	0	0	0	1	0	1
zyskałaby	gain	1	1	1	1	1	1	1	0	1
zaprojektowanej	design	1	1	1	1	1	1	1	0	1
naruszeniach	breach	0	-1	0	-1	0	1	1	-1	0
analitycznych	strengthen	1	1	0	1	0	1	1	1	0
żądaniom	demand	0	0	1	1	0	1	1	0	1
wywołany	cause	-1	-1	0	0	0	-1	0	0	0
jadą	be	0	1	0	0	0	0	1	0	1
licznego	populate	0	1	1	1	1	1	1	0	1
próbujące	try	0	1	1	0	1	1	1	0	0
zmienienie	amend	1	1	1	1	1	1	1	0	1
wywołano	be	0	1	0	0	0	0	1	0	1
zaprotestują	push	0	0	-1	-1	0	1	1	-1	0
szanując	respect	1	1	1	1	0	1	1	1	1
piastowania	position	0	0	0	1	0	1	1	0	0
jadę	be	0	1	0	0	0	0	1	0	1
wyłączności	decide	1	1	1	1	0	1	1	0	1
dawaniem	give	0	1	1	0	0	0	1	0	1
podejrzewanych	suspect	-1	0	-1	0	-1	-1	1	0	-1
wywołane	cause	-1	-1	0	0	0	-1	0	0	0
zbiorem	set	0	0	1	1	1	1	1	0	1
uczestnictwie	participate	1	1	1	1	1	1	1	0	1
wywołana	cause	-1	-1	0	0	0	-1	0	0	0
zadowalają	satisfy	1	1	0	1	0	1	1	1	1
statki	ship	1	0	1	1	0	1	1	0	1
gadaniny	talk	0	0	0	0	0	1	1	0	0
proporcjonalnie	hand	1	1	0	1	1	1	1	0	1
wstrząśnięta	shock	0	0	0	-1	0	1	-1	-1	0
ulżenia	alleviate	0	1	0	1	0	0	1	0	0
ekstradowany	extradite	0	0	-1	-1	0	1	1	-1	1
dochodzeniom	investigate	0	1	0	0	1	1	1	0	0
dosięgły	be	0	1	0	0	0	0	1	0	1
wstrząśnięty	shock	0	0	0	-1	0	1	-1	-1	0
podjętego	make	0	0	0	1	0	0	1	0	0
podziałach	do	1	1	1	0	0	1	1	0	1
statku	ship	1	0	1	1	0	1	1	0	1
zalecają	recommend	1	1	1	1	1	1	1	1	1
cię	watch	1	1	1	1	1	1	1	0	1
przeciwwagę	feel	1	1	1	0	0	0	1	0	1
świadomym	inform	1	1	1	1	0	1	1	1	0
paląca	press	0	1	0	-1	0	1	1	-1	0
mieszkającym	live	1	1	1	1	1	1	1	0	1
porzucone	abandon	0	-1	-1	-1	-1	0	1	-1	-1
pokrzywdzeni	carry	0	1	1	0	0	1	1	0	0
sztywnym	set	0	0	1	1	1	1	1	0	1
pokazującymi	show	1	1	1	0	1	0	1	0	0
lekceważąc	disregard	0	-1	-1	-1	-1	1	1	0	-1
prowadzącym	operate	1	1	1	1	1	1	1	0	1
monopolistom	profit	1	0	1	0	1	1	1	0	1
łagodnej	light	0	1	1	1	0	1	1	0	1
format	require	0	1	1	0	1	1	1	0	0
godny	be	0	1	0	0	0	0	1	0	1
godne	be	0	1	0	0	0	0	1	0	1
wyznawania	profess	1	1	1	1	1	1	1	0	1
godna	be	0	1	0	0	0	0	1	0	1
podwajać	double	0	0	1	1	1	0	1	0	1
kodów	code	1	1	0	1	0	1	1	0	0
zrodzony	deserve	1	1	1	0	1	1	1	0	1
zgłoszonego	submit	0	0	1	1	0	1	1	0	0
sądowym	court	1	1	1	1	1	1	1	1	1
napływają	be	0	1	0	0	0	0	1	0	1
zawieramy	conclude	1	1	1	1	0	1	1	0	1
uzależnionym	propose	0	1	1	1	0	0	1	0	1
sprzymierzeńcy	ally	0	0	0	0	0	1	1	0	1
zeszłorocznym	last	0	0	0	0	0	-1	-1	0	0
jasnych	clear	0	1	1	1	1	1	1	0	1
napotkało	have	1	1	1	0	0	1	1	0	1
powtórzona	repeat	0	1	0	1	0	1	1	0	0
ustabilizować	become	0	0	0	0	0	0	1	0	0
powtórzone	reiterate	0	1	0	1	1	1	1	0	0
szkolą	train	1	1	1	1	1	1	1	1	1
obraca	revolve	0	0	0	0	0	0	1	0	0
napotkała	have	1	1	1	0	0	1	1	0	1
powtórzono	repeat	0	1	0	1	0	1	1	0	0
pali	smoke	0	0	1	-1	0	1	1	0	1
rozwodu	divorce	-1	0	-1	-1	-1	1	1	-1	-1
napotkały	have	1	1	1	0	0	1	1	0	1
rozwody	divorce	-1	0	-1	-1	-1	1	1	-1	-1
zdezorientowani	confuse	0	0	0	-1	0	1	1	-1	0
refleksją	reflect	0	0	0	0	0	0	1	0	0
powiększy	increase	1	1	0	1	0	1	1	0	1
rozwagą	caution	1	1	1	1	0	1	1	-1	-1
unikniemy	avoid	-1	1	-1	0	1	-1	1	0	1
rzeczonego	question	0	0	1	1	1	1	1	0	1
najbliższą	come	0	1	0	0	0	0	1	0	0
skrywać	conceal	-1	0	-1	0	0	1	1	0	0
wytworzonego	create	1	1	0	1	1	1	1	0	0
uzupełnionej	supplement	1	1	1	1	1	1	1	0	1
ciężarowe	stipulate	0	1	1	1	1	1	1	0	1
zadziałają	do	1	1	1	0	0	1	1	0	1
świadczonymi	provide	1	1	1	1	1	1	1	0	1
powiększa	be	0	1	0	0	0	0	1	0	1
przywołanie	recall	0	0	0	0	0	1	1	-1	0
puszkę	can	0	0	0	0	0	1	1	0	1
rozwagę	account	0	0	0	0	0	1	1	0	0
przywołania	bring	0	0	1	1	0	0	1	0	0
wywołuje	be	0	1	0	0	0	0	1	0	1
perfekcyjnie	perfect	1	1	1	1	1	1	1	0	1
omawianego	discuss	1	1	0	1	1	1	1	0	1
pograniczu	border	0	0	0	0	0	0	0	0	0
uwydatnia	highlight	1	1	1	1	0	1	1	0	1
łagodzi	mitigate	0	0	0	0	0	0	1	0	0
rosnącą	grow	1	1	1	1	1	1	1	0	1
ocenienie	assess	0	1	0	1	0	1	1	0	1
niespodziewanie	surprise	1	1	1	1	1	0	1	0	1
ocenienia	assess	0	1	0	1	0	1	1	0	1
więzienne	institute	1	1	1	1	1	1	1	0	1
zniszczonych	affect	1	0	0	0	0	1	1	0	0
pogranicza	border	0	0	0	0	0	0	0	0	0
bariery	down	0	0	0	0	0	0	1	0	0
przyznania	grant	0	0	1	1	0	1	1	0	1
odnawialnymi	revolve	0	0	0	0	0	0	1	0	0
zabrzmiała	appear	1	0	1	0	0	1	1	0	1
zabrzmiało	sound	1	0	0	1	0	1	0	0	0
począć	be	0	1	0	0	0	0	1	0	1
niesłusznych	be	0	1	0	0	0	0	1	0	1
Kremla	perfect	1	1	1	1	1	1	1	0	1
stojącego	face	0	0	0	0	1	1	1	0	1
zmniejszających	reduce	0	0	0	-1	1	1	1	-1	0
organizowanych	be	0	1	0	0	0	0	1	0	1
wykonuje	be	0	1	0	0	0	0	1	0	1
oceniania	assess	0	1	0	1	0	1	1	0	1
terminowych	prompt	1	1	1	1	1	1	1	1	1
zostanę	be	0	1	0	0	0	0	1	0	1
ocenianie	assess	0	1	0	1	0	1	1	0	1
przebywające	be	0	1	0	0	0	0	1	0	1
równoległy	parallel	0	0	0	1	1	0	1	0	0
oddziałując	affect	1	0	0	0	0	1	1	0	0
areszcie	arrest	0	0	-1	-1	1	1	1	-1	1
obsługiwać	operate	1	1	1	1	1	1	1	0	1
ludność	be	0	1	0	0	0	0	1	0	1
wysuniętymi	develop	0	1	0	1	0	0	1	0	0
ocenianiu	assess	0	1	0	1	0	1	1	0	1
rozwinął	have	1	1	1	0	0	1	1	0	1
zostaną	be	0	1	0	0	0	0	1	0	1
powziąć	take	1	1	1	0	1	1	1	0	1
bezpłatnej	free	1	1	1	1	1	1	1	1	1
gaszeniem	involve	0	0	0	0	1	1	1	0	0
zaprotokołować	record	1	1	1	1	1	1	1	0	1
jednomyślnie	be	0	1	0	0	0	0	1	0	1
odzwierciedlono	reflect	0	0	0	0	0	0	1	0	0
odzwierciedlona	reflect	0	0	0	0	0	0	1	0	0
odzwierciedlone	reflect	0	0	0	0	0	0	1	0	0
popierałam	support	1	1	1	1	0	1	1	1	1
spojrzeń	have	1	1	1	0	0	1	1	0	1
odzwierciedlony	reflect	0	0	0	0	0	0	1	0	0
zaniepokojonym	concern	1	-1	0	-1	0	1	1	-1	0
postaraliśmy	have	1	1	1	0	0	1	1	0	1
niedawnym	present	1	1	1	1	1	1	1	0	1
założeniem	be	0	1	0	0	0	0	1	0	1
biura	tour	0	1	0	0	1	1	1	0	1
rozwiążemy	solve	0	1	0	0	1	0	1	0	1
przygotowującym	involve	0	0	0	0	1	1	1	0	0
pozbyli	do	1	1	1	0	0	1	1	0	1
zapisach	question	0	0	1	1	1	1	1	0	1
zmienionym	amend	1	1	1	1	1	1	1	0	1
jakiemuś	make	0	0	0	1	0	0	1	0	0
wspomagane	support	1	1	1	1	0	1	1	1	1
wycinane	be	0	1	0	0	0	0	1	0	1
rozeznać	see	1	1	1	1	1	1	1	0	1
obsługiwał	be	0	1	0	0	0	0	1	0	1
majątkowe	dissuade	-1	0	-1	-1	0	1	0	-1	0
zależnej	create	1	1	0	1	1	1	1	0	0
chronionych	protect	1	1	1	1	0	1	1	1	1
rozwinąć	develop	0	1	0	1	0	0	1	0	0
nadrzędnego	override	0	0	0	-1	0	1	1	0	0
przyjemnie	please	0	0	0	1	0	1	1	1	0
Przedsiębiorczości	place	0	0	1	1	1	1	1	0	1
mówilibyśmy	be	0	1	0	0	0	0	1	0	1
znieśliśmy	abolish	-1	1	-1	-1	1	1	1	-1	1
przekazywaliśmy	have	1	1	1	0	0	1	1	0	1
członkostwem	imply	1	1	1	1	1	1	1	0	1
zaprezentowali	have	1	1	1	0	0	1	1	0	1
niewyraźna	blur	0	0	0	-1	0	0	0	0	0
brzegami	shore	0	1	1	1	1	1	1	0	1
roztropności	be	0	1	0	0	0	0	1	0	1
paśmie	reason	0	0	0	0	0	0	1	0	1
dzielnic	deprive	0	-1	0	-1	0	1	0	-1	0
dzielnie	have	1	1	1	0	0	1	1	0	1
wykonuję	do	1	1	1	0	0	1	1	0	1
podpalanie	set	0	0	1	1	1	1	1	0	1
niekorzystny	have	1	1	1	0	0	1	1	0	1
niekorzystne	be	0	1	0	0	0	0	1	0	1
pobranych	collect	1	1	1	1	1	1	1	0	1
niekorzystna	be	0	1	0	0	0	0	1	0	1
wykonują	do	1	1	1	0	0	1	1	0	1
zwiększyli	increase	1	1	0	1	0	1	1	0	1
wywołują	cause	-1	-1	0	0	0	-1	0	0	0
łagodzą	mitigate	0	0	0	0	0	0	1	0	0
reprezentowanej	represent	0	1	0	1	0	1	1	0	0
rosnący	grow	1	1	1	1	1	1	1	0	1
kompleksowego	master	0	1	0	1	1	1	1	0	1
956	increase	1	1	0	1	0	1	1	0	1
rosnące	grow	1	1	1	1	1	1	1	0	1
brał	take	1	1	1	0	1	1	1	0	1
stwierdzając	say	0	0	0	0	0	0	1	0	0
rosnąca	increase	1	1	0	1	0	1	1	0	1
naruszamy	be	0	1	0	0	0	0	1	0	1
podobieństw	parallel	0	0	0	1	1	0	1	0	0
barierę	break	0	0	-1	-1	1	1	1	0	1
szczytne	cause	-1	-1	0	0	0	-1	0	0	0
obrażeń	injure	1	-1	0	-1	0	1	1	-1	-1
odczuł	be	0	1	0	0	0	0	1	0	1
rozwaga	go	0	0	0	0	0	0	1	0	0
wydostania	position	0	0	0	1	0	1	1	0	0
rozwagi	claim	1	1	1	0	1	1	1	0	1
rozkładało	be	0	1	0	0	0	0	1	0	1
prześladowaniom	be	0	1	0	0	0	0	1	0	1
wparcia	support	1	1	1	1	0	1	1	1	1
stanowieniu	make	0	0	0	1	0	0	1	0	0
Matsakis	opt	1	1	1	0	1	1	1	0	1
zachęcających	encourage	1	1	1	1	0	1	1	1	1
uwydatnił	have	1	1	1	0	0	1	1	0	1
sprzeciwem	oppose	0	0	-1	-1	0	1	1	0	-1
wieloznaczny	enjoy	1	1	1	1	1	1	1	1	1
konsumuje	consume	0	0	1	0	1	1	1	0	1
stanowienie	make	0	0	0	1	0	0	1	0	0
stanowienia	make	0	0	0	1	0	0	1	0	0
wstrzymałam	abstain	0	0	-1	0	0	0	1	0	1
chronieni	protect	1	1	1	1	0	1	1	1	1
odrębnych	separate	0	0	0	-1	0	1	1	-1	0
palą	be	0	1	0	0	0	0	1	0	1
omawiają	discuss	1	1	0	1	1	1	1	0	1
promującym	promote	1	1	1	1	1	1	1	0	1
duża	major	0	1	0	0	1	1	1	0	1
duże	major	0	1	0	0	1	1	1	0	1
gnębią	be	0	1	0	0	0	0	1	0	1
ofertach	be	0	1	0	0	0	0	1	0	1
wypełnimy	be	0	1	0	0	0	0	1	0	1
dużo	deal	0	0	0	0	0	0	0	0	0
duży	major	0	1	0	0	1	1	1	0	1
Progress	progress	1	1	0	1	1	1	1	0	1
poczuwać	fail	0	0	-1	-1	-1	0	1	-1	-1
elementarna	be	0	1	0	0	0	0	1	0	1
przygotowywałem	prepare	1	1	1	1	1	1	1	1	1
dewaluację	devalue	0	-1	0	-1	0	1	1	0	0
zintensyfikował	have	1	1	1	0	0	1	1	0	1
pozyskiwaniem	log	0	0	0	0	0	1	1	0	1
poradziła	have	1	1	1	0	0	1	1	0	1
uchwały	have	1	1	1	0	0	1	1	0	1
podniesionych	raise	0	0	1	1	0	0	1	0	1
marginesie	pass	0	1	0	0	0	1	1	0	0
bilansów	balance	0	1	1	1	0	1	1	0	1
poradziły	cope	0	1	0	0	1	1	1	0	1
kompleksową	forward	1	1	0	1	1	1	1	0	1
rozsądniej	spend	0	1	0	0	0	0	1	0	0
zamrożonym	freeze	0	0	0	0	0	1	0	-1	0
oferowanej	offer	1	1	1	1	1	1	1	0	1
władze	power	1	0	0	0	0	0	1	0	1
chodzenie	walk	0	1	1	0	0	-1	1	0	1
budowę	build	1	1	1	1	1	1	1	0	1
ograniczałby	restrict	0	0	-1	-1	0	1	1	0	1
chodzenia	go	0	0	0	0	0	0	1	0	0
obrońcy	champion	1	1	1	1	1	1	1	0	1
zmodyfikowanych	modify	0	0	0	0	0	1	1	0	0
urojonego	turn	0	0	0	0	0	0	1	0	0
uważali	think	0	0	1	1	1	1	1	1	0
rozczarowaniem	disappoint	0	-1	0	-1	0	1	0	-1	-1
gwarancyjnych	guarantee	1	1	1	1	1	1	1	1	1
aborcji	abort	0	0	0	-1	0	1	0	0	1
aborcje	have	1	1	1	0	0	1	1	0	1
nękające	affect	1	0	0	0	0	1	1	0	0
hipokrytyczny	wage	0	1	1	1	1	1	1	0	1
ulepszyły	have	1	1	1	0	0	1	1	0	1
spotykając	meet	0	1	1	1	1	1	1	0	1
bliższy	close	0	1	1	0	0	1	1	0	1
wyjątkowego	rule	1	1	1	1	1	1	1	0	1
zgodą	consent	0	1	0	1	1	1	1	1	1
ustawia	set	0	0	1	1	1	1	1	0	1
zaszokował	shock	0	0	0	-1	0	1	-1	-1	0
ustawie	act	0	0	0	0	0	0	1	0	0
zintensyfikować	intensify	0	0	0	0	0	1	0	0	0
aspektom	assume	0	0	0	1	1	0	1	0	0
zgodę	agree	0	0	0	0	1	1	1	0	1
zarobkowania	earn	1	1	1	0	1	1	1	0	1
pompujemy	be	0	1	0	0	0	0	1	0	1
ulepszyła	improve	1	1	1	1	0	1	1	0	1
uwzględniwszy	give	0	1	1	0	0	0	1	0	1
wydawaniem	spend	0	1	0	0	0	0	1	0	0
wytłumaczyli	explain	1	1	0	1	0	1	1	0	1
wystosować	send	1	1	1	0	1	1	1	0	1
pozostałości	remain	0	0	0	0	0	0	1	0	0
bańka	bubble	0	0	0	-1	0	0	1	0	0
wyszkolenia	train	1	1	1	1	1	1	1	1	1
odstępowanie	cut	0	0	0	-1	0	0	1	0	0
poinformowaliśmy	say	0	0	0	0	0	0	1	0	0
sprawimy	make	0	0	0	1	0	0	1	0	0
podziękowaniach	thank	1	1	1	1	1	1	1	1	1
ciągnikach	wheel	0	0	0	0	1	1	1	0	1
chcemy	want	1	0	1	0	0	1	1	0	1
uzgodniliśmy	agree	0	0	0	0	1	1	1	0	1
przysłużą	be	0	1	0	0	0	0	1	0	1
zakupach	purchase	1	1	1	1	1	1	0	0	1
wypowiadał	speak	1	1	1	1	1	1	1	0	1
nazwałby	be	0	1	0	0	0	0	1	0	1
odczuwały	suffer	-1	1	-1	0	-1	-1	1	0	-1
NACE	print	1	0	1	0	1	0	1	0	1
potrzebnymi	need	0	1	1	0	0	1	1	0	0
różnicach	exist	1	1	1	0	1	0	1	0	1
Euromed	map	0	0	0	0	0	1	1	0	1
odczuwała	feel	1	1	1	0	0	0	1	0	1
wasze	have	1	1	1	0	0	1	1	0	1
8,7	be	0	1	0	0	0	0	1	0	1
zaktywizować	activate	0	0	0	0	0	1	1	0	0
8,5	reach	0	1	0	0	0	1	1	0	0
8,3	employ	1	1	1	1	1	1	1	0	1
rozpoczynajmy	let	0	0	0	1	-1	0	1	0	0
pracami	work	1	1	1	1	0	1	1	0	1
wystosował	have	1	1	1	0	0	1	1	0	1
skierowanie	be	0	1	0	0	0	0	1	0	1
skierowania	move	0	0	0	1	0	1	1	0	0
przekuto	be	0	1	0	0	0	0	1	0	1
zapobiegałoby	prevent	0	0	0	-1	0	1	1	-1	0
kulminacyjnym	culminate	1	1	0	0	0	1	1	0	0
skierowaniu	be	0	1	0	0	0	0	1	0	1
sięgnęły	reach	0	1	0	0	0	1	1	0	0
Pańska	like	1	1	1	1	0	1	1	1	1
japońskimi	like	1	1	1	1	0	1	1	1	1
oczu	sight	0	0	0	0	1	1	1	0	0
solidarna	unite	1	1	0	1	0	1	1	1	0
solidarne	show	1	1	1	0	1	0	1	0	0
solidarni	show	1	1	1	0	1	0	1	0	0
przechodzeniu	move	0	0	0	1	0	1	1	0	0
czytaniem	read	0	0	1	0	1	0	1	0	1
zgodne	line	0	0	0	0	1	0	1	0	1
odnotowała	have	1	1	1	0	0	1	1	0	1
organizatorami	occur	1	1	0	1	0	1	0	1	0
zgodna	line	0	0	0	0	1	0	1	0	1
fałszują	be	0	1	0	0	0	0	1	0	1
zanieczyszczony	pollute	0	-1	0	-1	0	1	-1	0	0
uprawnienie	power	1	0	0	0	0	0	1	0	1
solidarny	show	1	1	1	0	1	0	1	0	0
odnotowało	see	1	1	1	1	1	1	1	0	1
zgodni	agree	0	0	0	0	1	1	1	0	1
ogarnąć	deal	0	0	0	0	0	0	0	0	0
sprecyzować	clarify	0	1	1	1	1	1	1	0	1
świętować	celebrate	1	1	1	1	1	1	1	0	1
zaskakują	surprise	1	1	1	1	1	0	1	0	1
zgoda	consent	0	1	0	1	1	1	1	1	1
ustawić	line	0	0	0	0	1	0	1	0	1
zajmujących	deal	0	0	0	0	0	0	0	0	0
zażartych	blow	0	0	0	0	0	0	1	0	0
zgody	consent	0	1	0	1	1	1	1	1	1
przyzwyczajeni	become	0	0	0	0	0	0	1	0	0
niespokojnych	trouble	0	-1	0	-1	0	1	0	-1	0
zaniepokojenie	concern	1	-1	0	-1	0	1	1	-1	0
ogłoszonymi	announce	1	1	1	1	1	1	1	0	1
budowy	build	1	1	1	1	1	1	1	0	1
precyzyjnym	clear	0	1	1	1	1	1	1	0	1
sprzedając	sell	0	0	0	0	1	1	1	0	1
zażywania	study	1	0	1	1	1	1	1	0	1
pański	word	0	1	0	0	0	0	1	0	0
doprowadziłaby	lead	0	1	1	1	1	0	1	0	1
zamykane	close	0	1	1	0	0	1	1	0	1
budowa	build	1	1	1	1	1	1	1	0	1
staranności	care	1	1	1	1	0	1	1	0	1
ogarnął	have	1	1	1	0	0	1	1	0	1
respektujmy	respect	1	1	1	1	0	1	1	1	1
wydamy	spend	0	1	0	0	0	0	1	0	0
Czarneckiego	vote	0	0	0	1	1	1	1	0	0
wpłacają	pay	0	0	-1	0	0	-1	1	0	-1
kompleksowy	complete	1	1	1	1	1	1	1	0	1
przechodzenie	move	0	0	0	1	0	1	1	0	0
poczuwam	feel	1	1	1	0	0	0	1	0	1
kompleksowa	set	0	0	1	1	1	1	1	0	1
uważniej	need	0	1	1	0	0	1	1	0	0
kompleksowe	complete	1	1	1	1	1	1	1	0	1
naukowemu	matter	0	0	0	-1	0	1	1	0	0
objęci	cover	0	0	0	1	1	1	1	0	0
kompleksowo	be	0	1	0	0	0	0	1	0	1
kapitałowym	fund	1	1	1	1	1	1	1	0	1
jednoczącej	unify	1	1	0	1	1	1	1	0	0
pokładamy	have	1	1	1	0	0	1	1	0	1
dużą	major	0	1	0	0	1	1	1	0	1
ciągnienia	draw	0	0	1	1	1	1	0	0	0
ołów	lead	0	1	1	1	1	0	1	0	1
zadadzą	ask	0	0	0	0	1	1	1	0	0
wyburzyć	demolish	0	0	0	-1	1	1	1	0	1
przyjrzałem	look	0	1	1	0	0	0	1	0	1
eliminujących	cancel	0	0	-1	-1	0	1	1	0	0
pogłębionej	deepen	1	1	1	1	1	1	1	0	1
znamiona	constitute	1	1	1	1	1	1	1	1	1
przykładałam	see	1	1	1	1	1	1	1	0	1
osiągany	achieve	1	1	1	1	1	1	1	0	1
solidarną	show	1	1	1	0	1	0	1	0	0
wypowiadam	speak	1	1	1	1	1	1	1	0	1
ujawnienie	disclose	0	0	0	0	0	1	1	0	0
powietrznego	air	0	0	0	-1	0	1	0	0	0
niezwłoczna	move	0	0	0	1	0	1	1	0	0
zgodną	line	0	0	0	0	1	0	1	0	1
obiekty	object	0	0	0	1	0	0	1	0	1
każąc	make	0	0	0	1	0	0	1	0	0
fałszuje	be	0	1	0	0	0	0	1	0	1
przełomy	be	0	1	0	0	0	0	1	0	1
ujawnieniu	release	0	0	0	1	0	1	1	1	1
formułowałem	be	0	1	0	0	0	0	1	0	1
osiągane	achieve	1	1	1	1	1	1	1	0	1
zorganizowanej	hold	0	1	1	1	1	1	1	0	1
wpisu	alert	0	0	0	1	0	1	1	0	0
rośliną	crop	0	0	1	0	1	1	1	0	1
sprawdzić	check	0	0	0	0	1	1	1	0	1
użytkownikami	give	0	1	1	0	0	0	1	0	1
uradowani	put	1	1	1	0	1	1	1	0	1
przepływom	flow	0	0	0	0	0	0	1	0	0
przekonało	convince	1	0	0	1	0	1	1	0	1
wygraliśmy	win	1	1	1	1	1	1	1	0	1
sugerujące	suggest	1	1	1	1	0	1	1	0	1
ujmując	speak	1	1	1	1	1	1	1	0	1
zarezerwuje	book	0	0	1	1	1	1	1	0	1
wymagałoby	require	0	1	1	0	1	1	1	0	0
bliższe	close	0	1	1	0	0	1	1	0	1
obchodów	mark	0	1	0	0	0	1	1	0	0
opierali	base	0	1	1	1	1	1	1	0	1
uzupełniać	complement	1	1	0	1	1	1	-1	0	0
kryteriom	comply	0	0	0	1	1	1	1	0	1
porównany	compare	0	0	0	0	0	1	1	0	0
przysłuży	be	0	1	0	0	0	0	1	0	1
udostępniając	make	0	0	0	1	0	0	1	0	0
sprawdził	have	1	1	1	0	0	1	1	0	1
pochodzącymi	originate	0	0	0	0	1	1	1	0	1
płaszczyźnie	level	0	1	1	1	1	0	1	0	1
szczepy	strain	0	0	0	-1	0	1	1	-1	-1
leżącym	underlie	0	0	0	0	0	1	1	0	0
umożliwiły	have	1	1	1	0	0	1	1	0	1
przywoływanym	associate	0	0	0	0	0	0	1	0	0
szczebel	level	0	1	1	1	1	0	1	0	1
umożliwiło	have	1	1	1	0	0	1	1	0	1
prądu	power	1	0	0	0	0	0	1	0	1
zarzucać	give	0	1	1	0	0	0	1	0	1
popierających	support	1	1	1	1	0	1	1	1	1
umożliwiła	have	1	1	1	0	0	1	1	0	1
